ix,iy,iz,x_cm,y_cm,z_cm,prioridad
39,13,13,0.1983050847457627,0.06610169491525424,0.06666666666666667,CRITICA
39,14,12,0.1983050847457627,0.07118644067796609,0.06153846153846154,CRITICA
39,14,14,0.1983050847457627,0.07118644067796609,0.07179487179487179,CRITICA
39,16,20,0.1983050847457627,0.08135593220338982,0.10256410256410256,CRITICA
39,27,0,0.1983050847457627,0.13728813559322034,0.0,CRITICA
39,27,1,0.1983050847457627,0.13728813559322034,0.005128205128205128,CRITICA
39,27,9,0.1983050847457627,0.13728813559322034,0.046153846153846156,CRITICA
39,28,8,0.1983050847457627,0.14237288135593218,0.041025641025641026,CRITICA
39,29,9,0.1983050847457627,0.14745762711864405,0.046153846153846156,CRITICA
39,30,6,0.1983050847457627,0.15254237288135591,0.03076923076923077,CRITICA
39,30,8,0.1983050847457627,0.15254237288135591,0.041025641025641026,CRITICA
39,30,10,0.1983050847457627,0.15254237288135591,0.05128205128205128,CRITICA
39,31,7,0.1983050847457627,0.15762711864406778,0.035897435897435895,CRITICA
39,32,6,0.1983050847457627,0.16271186440677965,0.03076923076923077,CRITICA
39,32,8,0.1983050847457627,0.16271186440677965,0.041025641025641026,CRITICA
39,33,7,0.1983050847457627,0.16779661016949152,0.035897435897435895,CRITICA
39,41,31,0.1983050847457627,0.20847457627118643,0.15897435897435896,CRITICA
39,42,30,0.1983050847457627,0.2135593220338983,0.15384615384615385,CRITICA
40,14,13,0.20338983050847456,0.07118644067796609,0.06666666666666667,CRITICA
40,29,8,0.20338983050847456,0.14745762711864405,0.041025641025641026,CRITICA
40,30,7,0.20338983050847456,0.15254237288135591,0.035897435897435895,CRITICA
40,30,9,0.20338983050847456,0.15254237288135591,0.046153846153846156,CRITICA
40,31,8,0.20338983050847456,0.15762711864406778,0.041025641025641026,CRITICA
40,41,30,0.20338983050847456,0.20847457627118643,0.15384615384615385,CRITICA
40,42,31,0.20338983050847456,0.2135593220338983,0.15897435897435896,CRITICA
41,15,13,0.20847457627118643,0.07627118644067796,0.06666666666666667,CRITICA
41,21,16,0.20847457627118643,0.10677966101694915,0.08205128205128205,CRITICA
41,22,17,0.20847457627118643,0.111864406779661,0.08717948717948718,CRITICA
41,29,9,0.20847457627118643,0.14745762711864405,0.046153846153846156,CRITICA
41,30,8,0.20847457627118643,0.15254237288135591,0.041025641025641026,CRITICA
41,41,29,0.20847457627118643,0.20847457627118643,0.14871794871794872,CRITICA
41,41,31,0.20847457627118643,0.20847457627118643,0.15897435897435896,CRITICA
41,42,30,0.20847457627118643,0.2135593220338983,0.15384615384615385,CRITICA
42,15,14,0.2135593220338983,0.07627118644067796,0.07179487179487179,CRITICA
42,16,13,0.2135593220338983,0.08135593220338982,0.06666666666666667,CRITICA
42,41,28,0.2135593220338983,0.20847457627118643,0.14358974358974358,CRITICA
42,41,30,0.2135593220338983,0.20847457627118643,0.15384615384615385,CRITICA
42,42,29,0.2135593220338983,0.2135593220338983,0.14871794871794872,CRITICA
42,42,31,0.2135593220338983,0.2135593220338983,0.15897435897435896,CRITICA
42,43,30,0.2135593220338983,0.21864406779661016,0.15384615384615385,CRITICA
42,47,6,0.2135593220338983,0.2389830508474576,0.03076923076923077,CRITICA
42,48,7,0.2135593220338983,0.24406779661016947,0.035897435897435895,CRITICA
43,15,13,0.21864406779661016,0.07627118644067796,0.06666666666666667,CRITICA
43,15,15,0.21864406779661016,0.07627118644067796,0.07692307692307693,CRITICA
43,16,12,0.21864406779661016,0.08135593220338982,0.06153846153846154,CRITICA
43,29,19,0.21864406779661016,0.14745762711864405,0.09743589743589744,CRITICA
43,39,27,0.21864406779661016,0.1983050847457627,0.13846153846153847,CRITICA
43,40,28,0.21864406779661016,0.20338983050847456,0.14358974358974358,CRITICA
43,41,29,0.21864406779661016,0.20847457627118643,0.14871794871794872,CRITICA
43,41,31,0.21864406779661016,0.20847457627118643,0.15897435897435896,CRITICA
43,42,30,0.21864406779661016,0.2135593220338983,0.15384615384615385,CRITICA
44,14,13,0.223728813559322,0.07118644067796609,0.06666666666666667,CRITICA
44,15,14,0.223728813559322,0.07627118644067796,0.07179487179487179,CRITICA
44,29,18,0.223728813559322,0.14745762711864405,0.09230769230769231,CRITICA
44,32,26,0.223728813559322,0.16271186440677965,0.13333333333333333,CRITICA
44,38,27,0.223728813559322,0.19322033898305083,0.13846153846153847,CRITICA
44,40,27,0.223728813559322,0.20338983050847456,0.13846153846153847,CRITICA
45,15,13,0.22881355932203387,0.07627118644067796,0.06666666666666667,CRITICA
45,26,32,0.22881355932203387,0.13220338983050847,0.1641025641025641,CRITICA
45,31,26,0.22881355932203387,0.15762711864406778,0.13333333333333333,CRITICA
45,33,25,0.22881355932203387,0.16779661016949152,0.1282051282051282,CRITICA
45,34,24,0.22881355932203387,0.17288135593220338,0.12307692307692308,CRITICA
46,23,14,0.23389830508474574,0.11694915254237287,0.07179487179487179,CRITICA
46,25,32,0.23389830508474574,0.1271186440677966,0.1641025641025641,CRITICA
46,26,33,0.23389830508474574,0.13220338983050847,0.16923076923076924,CRITICA
46,40,27,0.23389830508474574,0.20338983050847456,0.13846153846153847,CRITICA
47,23,15,0.2389830508474576,0.11694915254237287,0.07692307692307693,CRITICA
47,24,26,0.2389830508474576,0.12203389830508474,0.13333333333333333,CRITICA
47,26,32,0.2389830508474576,0.13220338983050847,0.1641025641025641,CRITICA
47,40,28,0.2389830508474576,0.20338983050847456,0.14358974358974358,CRITICA
48,7,8,0.24406779661016947,0.035593220338983045,0.041025641025641026,CRITICA
48,21,18,0.24406779661016947,0.10677966101694915,0.09230769230769231,CRITICA
48,22,15,0.24406779661016947,0.111864406779661,0.07692307692307693,CRITICA
48,22,17,0.24406779661016947,0.111864406779661,0.08717948717948718,CRITICA
48,23,16,0.24406779661016947,0.11694915254237287,0.08205128205128205,CRITICA
48,23,18,0.24406779661016947,0.11694915254237287,0.09230769230769231,CRITICA
48,23,26,0.24406779661016947,0.11694915254237287,0.13333333333333333,CRITICA
48,24,25,0.24406779661016947,0.12203389830508474,0.1282051282051282,CRITICA
48,39,28,0.24406779661016947,0.1983050847457627,0.14358974358974358,CRITICA
48,40,27,0.24406779661016947,0.20338983050847456,0.13846153846153847,CRITICA
48,41,26,0.24406779661016947,0.20847457627118643,0.13333333333333333,CRITICA
48,51,9,0.24406779661016947,0.25932203389830505,0.046153846153846156,CRITICA
48,52,10,0.24406779661016947,0.26440677966101694,0.05128205128205128,CRITICA
49,6,8,0.24915254237288134,0.030508474576271184,0.041025641025641026,CRITICA
49,7,7,0.24915254237288134,0.035593220338983045,0.035897435897435895,CRITICA
49,20,18,0.24915254237288134,0.10169491525423728,0.09230769230769231,CRITICA
49,21,17,0.24915254237288134,0.10677966101694915,0.08717948717948718,CRITICA
49,22,18,0.24915254237288134,0.111864406779661,0.09230769230769231,CRITICA
49,22,24,0.24915254237288134,0.111864406779661,0.12307692307692308,CRITICA
49,22,26,0.24915254237288134,0.111864406779661,0.13333333333333333,CRITICA
49,23,19,0.24915254237288134,0.11694915254237287,0.09743589743589744,CRITICA
49,23,25,0.24915254237288134,0.11694915254237287,0.1282051282051282,CRITICA
49,24,24,0.24915254237288134,0.12203389830508474,0.12307692307692308,CRITICA
49,24,26,0.24915254237288134,0.12203389830508474,0.13333333333333333,CRITICA
49,25,25,0.24915254237288134,0.1271186440677966,0.1282051282051282,CRITICA
49,40,26,0.24915254237288134,0.20338983050847456,0.13333333333333333,CRITICA
49,40,28,0.24915254237288134,0.20338983050847456,0.14358974358974358,CRITICA
49,41,27,0.24915254237288134,0.20847457627118643,0.13846153846153847,CRITICA
49,42,26,0.24915254237288134,0.2135593220338983,0.13333333333333333,CRITICA
49,43,25,0.24915254237288134,0.21864406779661016,0.1282051282051282,CRITICA
49,44,26,0.24915254237288134,0.223728813559322,0.13333333333333333,CRITICA
49,46,12,0.24915254237288134,0.23389830508474574,0.06153846153846154,CRITICA
49,51,10,0.24915254237288134,0.25932203389830505,0.05128205128205128,CRITICA
49,52,11,0.24915254237288134,0.26440677966101694,0.05641025641025641,CRITICA
50,21,28,0.2542372881355932,0.10677966101694915,0.14358974358974358,CRITICA
50,22,25,0.2542372881355932,0.111864406779661,0.1282051282051282,CRITICA
50,22,27,0.2542372881355932,0.111864406779661,0.13846153846153847,CRITICA
50,23,24,0.2542372881355932,0.11694915254237287,0.12307692307692308,CRITICA
50,23,26,0.2542372881355932,0.11694915254237287,0.13333333333333333,CRITICA
50,23,28,0.2542372881355932,0.11694915254237287,0.14358974358974358,CRITICA
50,24,25,0.2542372881355932,0.12203389830508474,0.1282051282051282,CRITICA
50,24,27,0.2542372881355932,0.12203389830508474,0.13846153846153847,CRITICA
50,41,26,0.2542372881355932,0.20847457627118643,0.13333333333333333,CRITICA
50,42,25,0.2542372881355932,0.2135593220338983,0.1282051282051282,CRITICA
50,42,27,0.2542372881355932,0.2135593220338983,0.13846153846153847,CRITICA
50,43,26,0.2542372881355932,0.21864406779661016,0.13333333333333333,CRITICA
50,44,23,0.2542372881355932,0.223728813559322,0.11794871794871795,CRITICA
50,44,25,0.2542372881355932,0.223728813559322,0.1282051282051282,CRITICA
50,45,14,0.2542372881355932,0.22881355932203387,0.07179487179487179,CRITICA
50,45,24,0.2542372881355932,0.22881355932203387,0.12307692307692308,CRITICA
50,46,11,0.2542372881355932,0.23389830508474574,0.05641025641025641,CRITICA
50,46,13,0.2542372881355932,0.23389830508474574,0.06666666666666667,CRITICA
50,47,12,0.2542372881355932,0.2389830508474576,0.06153846153846154,CRITICA
51,21,27,0.25932203389830505,0.10677966101694915,0.13846153846153847,CRITICA
51,22,26,0.25932203389830505,0.111864406779661,0.13333333333333333,CRITICA
51,23,25,0.25932203389830505,0.11694915254237287,0.1282051282051282,CRITICA
51,23,27,0.25932203389830505,0.11694915254237287,0.13846153846153847,CRITICA
51,41,25,0.25932203389830505,0.20847457627118643,0.1282051282051282,CRITICA
51,42,26,0.25932203389830505,0.2135593220338983,0.13333333333333333,CRITICA
51,43,25,0.25932203389830505,0.21864406779661016,0.1282051282051282,CRITICA
51,44,12,0.25932203389830505,0.223728813559322,0.06153846153846154,CRITICA
51,44,24,0.25932203389830505,0.223728813559322,0.12307692307692308,CRITICA
51,45,13,0.25932203389830505,0.22881355932203387,0.06666666666666667,CRITICA
51,45,23,0.25932203389830505,0.22881355932203387,0.11794871794871795,CRITICA
51,45,25,0.25932203389830505,0.22881355932203387,0.1282051282051282,CRITICA
51,46,12,0.25932203389830505,0.23389830508474574,0.06153846153846154,CRITICA
51,46,24,0.25932203389830505,0.23389830508474574,0.12307692307692308,CRITICA
51,48,34,0.25932203389830505,0.24406779661016947,0.17435897435897435,CRITICA
52,21,26,0.26440677966101694,0.10677966101694915,0.13333333333333333,CRITICA
52,22,25,0.26440677966101694,0.111864406779661,0.1282051282051282,CRITICA
52,23,26,0.26440677966101694,0.11694915254237287,0.13333333333333333,CRITICA
52,24,27,0.26440677966101694,0.12203389830508474,0.13846153846153847,CRITICA
52,41,33,0.26440677966101694,0.20847457627118643,0.16923076923076924,CRITICA
52,42,23,0.26440677966101694,0.2135593220338983,0.11794871794871795,CRITICA
52,42,25,0.26440677966101694,0.2135593220338983,0.1282051282051282,CRITICA
52,43,24,0.26440677966101694,0.21864406779661016,0.12307692307692308,CRITICA
52,44,23,0.26440677966101694,0.223728813559322,0.11794871794871795,CRITICA
52,44,25,0.26440677966101694,0.223728813559322,0.1282051282051282,CRITICA
52,45,24,0.26440677966101694,0.22881355932203387,0.12307692307692308,CRITICA
52,46,23,0.26440677966101694,0.23389830508474574,0.11794871794871795,CRITICA
52,47,34,0.26440677966101694,0.2389830508474576,0.17435897435897435,CRITICA
53,40,33,0.2694915254237288,0.20338983050847456,0.16923076923076924,CRITICA
53,42,24,0.2694915254237288,0.2135593220338983,0.12307692307692308,CRITICA
53,43,25,0.2694915254237288,0.21864406779661016,0.1282051282051282,CRITICA
53,44,24,0.2694915254237288,0.223728813559322,0.12307692307692308,CRITICA
53,44,26,0.2694915254237288,0.223728813559322,0.13333333333333333,CRITICA
53,45,25,0.2694915254237288,0.22881355932203387,0.1282051282051282,CRITICA
54,44,25,0.2745762711864407,0.223728813559322,0.1282051282051282,CRITICA
54,45,26,0.2745762711864407,0.22881355932203387,0.13333333333333333,CRITICA
