ix,iy,iz,x_cm,y_cm,z_cm,prioridad
27,30,28,0.13728813559322034,0.15254237288135591,0.14358974358974358,CRITICA
27,32,28,0.13728813559322034,0.16271186440677965,0.14358974358974358,CRITICA
27,33,29,0.13728813559322034,0.16779661016949152,0.14871794871794872,CRITICA
28,17,27,0.14237288135593218,0.08644067796610169,0.13846153846153847,CRITICA
28,18,26,0.14237288135593218,0.09152542372881356,0.13333333333333333,CRITICA
28,28,9,0.14237288135593218,0.14237288135593218,0.046153846153846156,CRITICA
28,28,11,0.14237288135593218,0.14237288135593218,0.05641025641025641,CRITICA
28,31,28,0.14237288135593218,0.15762711864406778,0.14358974358974358,CRITICA
29,17,26,0.14745762711864405,0.08644067796610169,0.13333333333333333,CRITICA
29,32,28,0.14745762711864405,0.16271186440677965,0.14358974358974358,CRITICA
29,33,0,0.14745762711864405,0.16779661016949152,0.0,CRITICA
29,33,1,0.14745762711864405,0.16779661016949152,0.005128205128205128,CRITICA
30,13,20,0.15254237288135591,0.06610169491525424,0.10256410256410256,CRITICA
30,30,0,0.15254237288135591,0.15254237288135591,0.0,CRITICA
30,30,1,0.15254237288135591,0.15254237288135591,0.005128205128205128,CRITICA
30,31,2,0.15254237288135591,0.15762711864406778,0.010256410256410256,CRITICA
30,31,24,0.15254237288135591,0.15762711864406778,0.12307692307692308,CRITICA
30,32,0,0.15254237288135591,0.16271186440677965,0.0,CRITICA
30,32,1,0.15254237288135591,0.16271186440677965,0.005128205128205128,CRITICA
30,32,23,0.15254237288135591,0.16271186440677965,0.11794871794871795,CRITICA
30,32,25,0.15254237288135591,0.16271186440677965,0.1282051282051282,CRITICA
30,32,27,0.15254237288135591,0.16271186440677965,0.13846153846153847,CRITICA
30,32,29,0.15254237288135591,0.16271186440677965,0.14871794871794872,CRITICA
30,33,24,0.15254237288135591,0.16779661016949152,0.12307692307692308,CRITICA
30,33,28,0.15254237288135591,0.16779661016949152,0.14358974358974358,CRITICA
30,52,18,0.15254237288135591,0.26440677966101694,0.09230769230769231,CRITICA
31,13,19,0.15762711864406778,0.06610169491525424,0.09743589743589744,CRITICA
31,18,38,0.15762711864406778,0.09152542372881356,0.19487179487179487,CRITICA
31,18,39,0.15762711864406778,0.09152542372881356,0.2,CRITICA
31,19,37,0.15762711864406778,0.09661016949152541,0.18974358974358974,CRITICA
31,31,0,0.15762711864406778,0.15762711864406778,0.0,CRITICA
31,31,1,0.15762711864406778,0.15762711864406778,0.005128205128205128,CRITICA
31,32,2,0.15762711864406778,0.16271186440677965,0.010256410256410256,CRITICA
31,32,24,0.15762711864406778,0.16271186440677965,0.12307692307692308,CRITICA
31,32,28,0.15762711864406778,0.16271186440677965,0.14358974358974358,CRITICA
31,33,0,0.15762711864406778,0.16779661016949152,0.0,CRITICA
31,33,1,0.15762711864406778,0.16779661016949152,0.005128205128205128,CRITICA
31,34,24,0.15762711864406778,0.17288135593220338,0.12307692307692308,CRITICA
32,13,20,0.16271186440677965,0.06610169491525424,0.10256410256410256,CRITICA
32,13,23,0.16271186440677965,0.06610169491525424,0.11794871794871795,CRITICA
32,17,38,0.16271186440677965,0.08644067796610169,0.19487179487179487,CRITICA
32,17,39,0.16271186440677965,0.08644067796610169,0.2,CRITICA
32,19,38,0.16271186440677965,0.09661016949152541,0.19487179487179487,CRITICA
32,19,39,0.16271186440677965,0.09661016949152541,0.2,CRITICA
32,26,24,0.16271186440677965,0.13220338983050847,0.12307692307692308,CRITICA
32,27,23,0.16271186440677965,0.13728813559322034,0.11794871794871795,CRITICA
32,30,0,0.16271186440677965,0.15254237288135591,0.0,CRITICA
32,30,1,0.16271186440677965,0.15254237288135591,0.005128205128205128,CRITICA
32,31,2,0.16271186440677965,0.15762711864406778,0.010256410256410256,CRITICA
32,32,0,0.16271186440677965,0.16271186440677965,0.0,CRITICA
32,32,1,0.16271186440677965,0.16271186440677965,0.005128205128205128,CRITICA
32,34,0,0.16271186440677965,0.17288135593220338,0.0,CRITICA
32,34,1,0.16271186440677965,0.17288135593220338,0.005128205128205128,CRITICA
33,12,23,0.16779661016949152,0.06101694915254237,0.11794871794871795,CRITICA
33,13,22,0.16779661016949152,0.06610169491525424,0.11282051282051282,CRITICA
33,18,38,0.16779661016949152,0.09152542372881356,0.19487179487179487,CRITICA
33,18,39,0.16779661016949152,0.09152542372881356,0.2,CRITICA
33,26,23,0.16779661016949152,0.13220338983050847,0.11794871794871795,CRITICA
33,27,24,0.16779661016949152,0.13728813559322034,0.12307692307692308,CRITICA
33,28,13,0.16779661016949152,0.14237288135593218,0.06666666666666667,CRITICA
33,29,0,0.16779661016949152,0.14745762711864405,0.0,CRITICA
33,29,1,0.16779661016949152,0.14745762711864405,0.005128205128205128,CRITICA
33,30,2,0.16779661016949152,0.15254237288135591,0.010256410256410256,CRITICA
33,31,0,0.16779661016949152,0.15762711864406778,0.0,CRITICA
33,31,1,0.16779661016949152,0.15762711864406778,0.005128205128205128,CRITICA
33,32,2,0.16779661016949152,0.16271186440677965,0.010256410256410256,CRITICA
33,33,0,0.16779661016949152,0.16779661016949152,0.0,CRITICA
33,33,1,0.16779661016949152,0.16779661016949152,0.005128205128205128,CRITICA
33,35,0,0.16779661016949152,0.17796610169491525,0.0,CRITICA
