id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um
28,art,4,9.0096,-26.0621,4.2176,-5.7248,-0.3615,22.347,239.32
29,art,4,9.0096,-26.0621,4.2176,2.3595,4.4835,-22.1617,253.05
30,art,5,-6.9383,8.2854,21.1809,-6.6817,5.4942,21.8189,176.91
31,art,5,-6.9383,8.2854,21.1809,-2.9202,-4.4784,22.1486,175.57
32,art,5,-4.3084,3.2539,-22.25,2.7263,-1.6079,22.4259,146.36
33,art,5,-4.3084,3.2539,-22.25,5.4426,-0.7467,-22.3549,156.98
34,art,5,7.5685,2.4331,22.1428,0.4708,-3.4485,22.3147,175.09
35,art,5,7.5685,2.4331,22.1428,4.6919,3.3038,22.2289,173.05
36,art,5,2.3609,1.1319,22.4546,2.0471,-5.921,21.9326,216.24
37,art,5,2.3609,1.1319,22.4546,-2.6872,9.3621,-21.0687,203.64
38,art,5,4.8047,1.1763,-22.3723,3.3147,-5.8483,-21.9141,157.11
39,art,5,4.8047,1.1763,-22.3723,2.2057,-3.8303,22.2499,150.81
40,art,5,8.2635,1.341,22.1561,-3.024,-3.3922,22.2794,136.98
41,art,5,8.2635,1.341,22.1561,-0.9248,-2.4459,-22.4035,140.89
42,art,5,6.6428,-3.9563,-22.0514,-4.3246,-9.6033,-20.9366,181.34
43,art,5,6.6428,-3.9563,-22.0514,4.6877,-8.0518,-21.3703,172.92
44,art,5,-1.3333,-2.5655,-22.39,8.1765,6.2047,-21.5801,184.55
45,art,5,-1.3333,-2.5655,-22.39,0.1836,1.7042,-22.455,166.66
46,art,5,4.4275,-4.443,22.1018,2.1251,8.7144,21.2739,177.77
47,art,5,4.4275,-4.443,22.1018,6.086,-6.3413,21.695,194.0
48,art,5,-2.5342,7.5644,-21.5682,7.7545,8.9102,20.945,160.28
49,art,5,-2.5342,7.5644,-21.5682,-6.1454,-1.3403,22.298,149.94
50,art,5,-8.3573,0.0563,-22.1769,1.4173,-8.851,-21.2469,206.84
51,art,5,-8.3573,0.0563,-22.1769,5.122,-3.6202,22.175,225.89
52,art,5,4.1093,5.2976,-21.9834,4.5593,-4.6576,-22.0656,182.45
53,art,5,4.1093,5.2976,-21.9834,1.3678,-2.9111,-22.3602,181.59
54,art,5,6.9004,-3.6034,22.077,4.4277,-3.4088,22.229,168.64
55,art,5,6.9004,-3.6034,22.077,-7.1017,-1.29,22.2413,175.13
56,art,5,-4.7393,9.7698,20.8645,0.5906,3.0694,22.3525,132.04
57,art,5,-4.7393,9.7698,20.8645,2.72,-0.983,-22.4511,139.29
58,art,5,-5.7248,-0.3615,22.347,-9.787,-7.6998,-21.1018,187.37
59,art,5,-5.7248,-0.3615,22.347,-5.247,-7.6708,21.4406,177.3
60,art,5,2.3595,4.4835,-22.1617,-1.3747,1.6779,-22.4478,205.8
61,art,5,2.3595,4.4835,-22.1617,6.8451,0.0827,22.2837,208.72
62,art,6,-6.6817,5.4942,21.8189,-7.0608,1.3415,-22.2418,143.14
63,art,6,-6.6817,5.4942,21.8189,-5.184,4.3413,-22.0819,138.87
64,art,6,-2.9202,-4.4784,22.1486,-5.3311,-7.5515,-21.4657,144.14
65,art,6,-2.9202,-4.4784,22.1486,-2.4176,2.1984,-22.3984,132.01
66,art,6,2.7263,-1.6079,22.4259,-5.2887,2.7204,-22.2561,107.72
67,art,6,2.7263,-1.6079,22.4259,-6.8058,-0.7248,22.2781,112.86
68,art,6,5.4426,-0.7467,-22.3549,-1.7283,3.9619,22.2426,128.27
69,art,6,5.4426,-0.7467,-22.3549,-3.6811,-5.0429,22.0406,130.67
70,art,6,0.4708,-3.4485,22.3147,-3.7528,8.2196,-21.364,144.5
71,art,6,0.4708,-3.4485,22.3147,1.9224,-6.0821,21.9043,134.69
72,art,6,4.6919,3.3038,22.2289,-4.0209,-3.3395,-22.2523,135.56
73,art,6,4.6919,3.3038,22.2289,8.026,-8.7997,-20.9563,137.06
74,art,6,2.0471,-5.921,21.9326,-2.2062,-5.7659,21.9581,184.23
75,art,6,2.0471,-5.921,21.9326,-7.2359,1.5125,-22.2226,169.39
76,art,6,-2.6872,9.3621,-21.0687,-5.8474,6.9767,21.5728,147.18
77,art,6,-2.6872,9.3621,-21.0687,7.2846,1.7527,22.207,161.2
78,art,6,3.3147,-5.8483,-21.9141,-1.2006,6.6466,-21.8008,128.48
79,art,6,3.3147,-5.8483,-21.9141,-1.3968,-4.9542,-22.1089,126.9
80,art,6,2.2057,-3.8303,22.2499,9.8491,-2.7324,-21.9322,117.41
81,art,6,2.2057,-3.8303,22.2499,-5.9617,-9.5691,20.8643,115.35
82,art,6,-3.024,-3.3922,22.2794,-8.8388,1.0302,22.1217,111.73
83,art,6,-3.024,-3.3922,22.2794,3.1788,-8.0426,-21.43,100.28
84,art,6,-0.9248,-2.4459,-22.4035,9.1199,7.856,21.1236,110.92
85,art,6,-0.9248,-2.4459,-22.4035,2.39,-1.8617,22.4201,116.24
86,art,6,-4.3246,-9.6033,-20.9366,3.3752,0.4806,-22.4441,154.8
87,art,6,-4.3246,-9.6033,-20.9366,4.7842,5.4556,-21.9283,139.16
88,art,6,4.6877,-8.0518,-21.3703,8.304,6.8507,-21.4339,131.64
89,art,6,4.6877,-8.0518,-21.3703,-0.2446,7.3407,-21.6522,133.94
90,art,6,8.1765,6.2047,-21.5801,6.945,-0.5165,-22.2733,159.61
91,art,6,8.1765,6.2047,-21.5801,-2.5139,-0.3887,22.4686,148.26
92,art,6,0.1836,1.7042,-22.455,6.8762,-4.9324,21.8995,127.56
93,art,6,0.1836,1.7042,-22.455,-4.6498,6.0612,21.8236,115.77
94,art,6,2.1251,8.7144,21.2739,0.4019,5.1522,-22.0858,134.5
95,art,6,2.1251,8.7144,21.2739,-8.2567,6.0112,-21.6118,129.67
96,art,6,6.086,-6.3413,21.695,3.2353,-4.5239,22.1331,163.3
97,art,6,6.086,-6.3413,21.695,2.0242,0.6923,-22.4738,159.17
98,art,6,7.7545,8.9102,20.945,-1.4846,2.0369,-22.4257,135.73
99,art,6,7.7545,8.9102,20.945,-5.7308,-4.4535,-22.0384,127.72
100,art,6,-6.1454,-1.3403,22.298,2.104,-4.351,-22.1853,111.3
101,art,6,-6.1454,-1.3403,22.298,-2.0373,3.8483,22.251,115.44
102,art,6,1.4173,-8.851,-21.2469,3.2503,-6.4535,21.7978,153.27
103,art,6,1.4173,-8.851,-21.2469,-2.9951,-9.4378,21.0366,154.12
104,art,6,5.122,-3.6202,22.175,0.1263,3.9949,-22.2523,185.07
105,art,6,5.122,-3.6202,22.175,0.2876,-7.1197,21.7033,190.5
106,art,6,4.5593,-4.6576,-22.0656,-4.2227,-3.9954,-22.1693,148.86
107,art,6,4.5593,-4.6576,-22.0656,0.7487,4.7678,22.1438,141.15
108,art,6,1.3678,-2.9111,-22.3602,0.1837,0.4095,-22.4973,149.23
109,art,6,1.3678,-2.9111,-22.3602,-8.6381,5.1437,21.7361,136.98
110,art,6,4.4277,-3.4088,22.229,-6.0996,6.2827,21.706,127.97
111,art,6,4.4277,-3.4088,22.229,0.4088,-1.4389,-22.4673,132.77
112,art,6,-7.1017,-1.29,22.2413,-3.5033,-2.1655,22.3709,135.89
113,art,6,-7.1017,-1.29,22.2413,-3.5565,8.7539,-21.2231,147.29
114,art,6,0.5906,3.0694,22.3525,-6.852,-4.6038,-21.9506,96.97
115,art,6,0.5906,3.0694,22.3525,-9.6144,3.9829,21.8205,104.33
116,art,6,2.72,-0.983,-22.4511,4.8624,-3.6956,22.1784,118.05
117,art,6,2.72,-0.983,-22.4511,0.5711,-0.3621,-22.4965,109.08
118,art,6,-9.787,-7.6998,-21.1018,-0.0742,-3.9725,-22.2551,152.2
119,art,6,-9.787,-7.6998,-21.1018,-0.0526,6.7271,-21.7904,154.63
120,art,6,-5.247,-7.6708,21.4406,-6.7213,7.2106,-21.4665,129.58
121,art,6,-5.247,-7.6708,21.4406,-8.3669,-6.512,-21.502,140.23
122,art,6,-1.3747,1.6779,-22.4478,4.4873,6.3675,21.77,168.6
123,art,6,-1.3747,1.6779,-22.4478,1.8398,-6.5581,-21.8102,153.56
124,art,6,6.8451,0.0827,22.2837,-5.7403,-6.5583,-21.6696,172.0
125,art,6,6.8451,0.0827,22.2837,-7.149,3.2696,-22.0968,161.43
126,ven,1,0.0,-25.5,-3.0,33.676,-18.5527,-5.7365,530.86
127,ven,1,0.0,-25.5,-3.0,33.6966,-14.1237,11.5379,544.94
128,ven,2,33.676,-18.5527,-5.7365,13.4356,18.514,15.1961,430.46
129,ven,2,33.676,-18.5527,-5.7365,-14.2974,24.3923,-7.1298,394.12
130,ven,2,33.6966,-14.1237,11.5379,15.7642,16.8338,-16.066,451.98
131,ven,2,33.6966,-14.1237,11.5379,16.263,-16.0854,16.4901,424.83
132,ven,3,13.4356,18.514,15.1961,7.5896,25.4938,-6.5578,341.57
133,ven,3,13.4356,18.514,15.1961,-8.0544,25.9588,4.9888,371.63
134,ven,3,-14.2974,24.3923,-7.1298,-4.2676,26.8873,0.675,297.09
135,ven,3,-14.2974,24.3923,-7.1298,-5.0723,25.6663,-6.5926,288.29
136,ven,3,15.7642,16.8338,-16.066,23.7946,19.1051,-11.6531,369.86
137,ven,3,15.7642,16.8338,-16.066,11.9072,-23.3281,9.9518,372.85
138,ven,3,16.263,-16.0854,16.4901,-3.7924,25.7134,6.6428,324.86
139,ven,3,16.263,-16.0854,16.4901,-20.0812,24.364,3.2721,320.4
140,ven,4,7.5896,25.4938,-6.5578,8.2088,1.0865,22.17,265.35
141,ven,4,7.5896,25.4938,-6.5578,-5.5267,-2.6237,-22.2522,241.41
142,ven,4,-8.0544,25.9588,4.9888,-2.6407,-4.6626,-22.1294,292.06
143,ven,4,-8.0544,25.9588,4.9888,-6.3521,7.4531,21.4322,321.83
144,ven,4,-4.2676,26.8873,0.675,-0.7866,5.8987,21.9536,232.5
145,ven,4,-4.2676,26.8873,0.675,-2.9596,-4.2632,-22.177,246.65
146,ven,4,-5.0723,25.6663,-6.5926,6.3936,5.0948,21.9039,215.92
147,ven,4,-5.0723,25.6663,-6.5926,-3.006,2.9324,22.3251,231.41
148,ven,4,23.7946,19.1051,-11.6531,-4.2044,6.5846,21.7368,282.16
149,ven,4,23.7946,19.1051,-11.6531,3.8057,-0.4099,22.4308,300.61
150,ven,4,11.9072,-23.3281,9.9518,-4.613,-5.3772,-21.9494,285.48
151,ven,4,11.9072,-23.3281,9.9518,-0.4878,5.8933,21.9564,307.51
152,ven,4,-3.7924,25.7134,6.6428,-4.6205,4.6006,-22.0713,245.14
153,ven,4,-3.7924,25.7134,6.6428,1.2792,-7.1141,21.6971,271.85
154,ven,4,-20.0812,24.364,3.2721,4.7231,-4.357,22.1011,257.69
155,ven,4,-20.0812,24.364,3.2721,-3.6906,8.4924,21.2921,245.74
156,ven,5,8.2088,1.0865,22.17,1.2433,1.0989,22.4743,213.16
157,ven,5,8.2088,1.0865,22.17,-5.9932,-2.5475,22.2334,228.29
158,ven,5,-5.5267,-2.6237,-22.2522,-0.9691,2.7901,22.3752,179.34
159,ven,5,-5.5267,-2.6237,-22.2522,0.8198,-6.8133,-21.7686,177.37
160,ven,5,-2.6407,-4.6626,-22.1294,0.7762,-2.6321,-22.3901,209.69
161,ven,5,-2.6407,-4.6626,-22.1294,-6.7433,-7.3595,21.4299,220.32
162,ven,5,-6.3521,7.4531,21.4322,1.3004,4.0433,-22.2384,256.6
163,ven,5,-6.3521,7.4531,21.4322,5.328,-4.8637,21.999,278.73
164,ven,5,-0.7866,5.8987,21.9536,2.3585,4.7144,-22.1284,178.84
165,ven,5,-0.7866,5.8987,21.9536,-1.1672,2.2381,22.4163,175.06
166,ven,5,-2.9596,-4.2632,-22.177,-1.5844,2.9193,22.3565,196.52
167,ven,5,-2.9596,-4.2632,-22.177,-6.1265,-1.4538,-22.2941,207.54
168,ven,5,6.3936,5.0948,21.9039,-3.3467,-1.2878,-22.4228,153.77
169,ven,5,6.3936,5.0948,21.9039,-2.5333,-0.485,22.4669,170.37
170,ven,5,-3.006,2.9324,22.3251,-1.4018,5.3823,-22.0392,194.47
171,ven,5,-3.006,2.9324,22.3251,9.6235,-7.7118,21.1143,186.81
172,ven,5,-4.2044,6.5846,21.7368,-0.7605,4.2875,22.2118,223.36
173,ven,5,-4.2044,6.5846,21.7368,3.5984,-3.0796,22.2932,202.47
174,ven,5,3.8057,-0.4099,22.4308,9.9271,-9.0161,-20.7229,239.29
175,ven,5,3.8057,-0.4099,22.4308,-1.1807,-0.5875,22.4883,254.03
176,ven,5,-4.613,-5.3772,-21.9494,6.824,-6.5316,21.6103,223.47
177,ven,5,-4.613,-5.3772,-21.9494,0.2951,-2.4336,22.408,203.77
178,ven,5,-0.4878,5.8933,21.9564,3.4732,2.8834,-22.3156,241.34
179,ven,5,-0.4878,5.8933,21.9564,-0.6061,2.5784,22.3955,264.59
180,ven,5,-4.6205,4.6006,-22.0713,-10.2275,-7.8341,21.0242,174.19
181,ven,5,-4.6205,4.6006,-22.0713,-7.4623,-7.3025,-21.3942,184.46
182,ven,5,1.2792,-7.1141,21.6971,2.2335,-6.5819,-21.7976,227.09
183,ven,5,1.2792,-7.1141,21.6971,0.4831,-4.9157,-22.1229,228.06
184,ven,5,4.7231,-4.357,22.1011,-3.6028,6.249,-21.8277,205.4
185,ven,5,4.7231,-4.357,22.1011,1.5086,-5.0696,22.0892,214.53
186,ven,5,-3.6906,8.4924,21.2921,5.1728,-6.0253,-21.8062,187.06
187,ven,5,-3.6906,8.4924,21.2921,6.6448,-1.4176,22.265,190.36
188,ven,6,1.2433,1.0989,22.4743,-4.4184,3.8444,-22.18,156.1
189,ven,6,1.2433,1.0989,22.4743,-1.737,-3.8223,22.2594,165.38
190,ven,6,-5.9932,-2.5475,22.2334,3.5049,-2.7364,22.3274,186.04
191,ven,6,-5.9932,-2.5475,22.2334,3.7763,7.1641,21.6255,190.19
192,ven,6,-0.9691,2.7901,22.3752,-5.2905,-5.4804,-21.9,139.53
193,ven,6,-0.9691,2.7901,22.3752,7.3182,-3.9494,22.008,146.7
194,ven,6,0.8198,-6.8133,-21.7686,-0.074,8.3713,21.3912,142.93
195,ven,6,0.8198,-6.8133,-21.7686,6.7328,5.7408,-21.7715,136.27
196,ven,6,0.7762,-2.6321,-22.3901,1.115,3.8682,22.2621,163.74
197,ven,6,0.7762,-2.6321,-22.3901,4.9145,-4.8944,22.0142,157.64
198,ven,6,-6.7433,-7.3595,21.4299,3.3747,4.5753,-22.1215,182.1
199,ven,6,-6.7433,-7.3595,21.4299,-7.3869,-4.8077,-21.8843,177.56
200,ven,6,1.3004,4.0433,-22.2384,0.1629,9.9282,20.9235,197.85
201,ven,6,1.3004,4.0433,-22.2384,6.2062,-1.9177,-22.2652,184.18
202,ven,6,5.328,-4.8637,21.999,0.7489,-7.986,-21.4906,237.31
203,ven,6,5.328,-4.8637,21.999,5.972,6.6493,21.6374,224.4
204,ven,6,2.3585,4.7144,-22.1284,1.7985,3.3769,22.3083,136.35
205,ven,6,2.3585,4.7144,-22.1284,-3.6573,-1.0416,22.4217,149.81
206,ven,6,-1.1672,2.2381,22.4163,-3.4966,0.2766,-22.4426,129.06
207,ven,6,-1.1672,2.2381,22.4163,-0.5436,-7.4508,-21.6249,143.29
208,ven,6,-1.5844,2.9193,22.3565,-5.1473,7.7044,21.4372,153.09
209,ven,6,-1.5844,2.9193,22.3565,6.2333,6.3715,-21.6802,146.89
210,ven,6,-6.1265,-1.4538,-22.2941,-3.9849,-8.4106,-21.3036,168.0
211,ven,6,-6.1265,-1.4538,-22.2941,5.0866,6.326,-21.7512,171.69
212,ven,6,-3.3467,-1.2878,-22.4228,-6.0899,-7.0933,-21.5325,117.87
213,ven,6,-3.3467,-1.2878,-22.4228,9.8321,6.069,-21.4639,106.4
214,ven,6,-2.5333,-0.485,22.4669,-0.3273,6.0505,-21.9273,146.77
215,ven,6,-2.5333,-0.485,22.4669,-4.3197,5.2892,21.9765,137.71
216,ven,6,-1.4018,5.3823,-22.0392,-0.6893,7.4088,21.6341,154.67
217,ven,6,-1.4018,5.3823,-22.0392,-3.2398,2.3758,22.3643,161.06
218,ven,6,9.6235,-7.7118,21.1143,-6.2567,4.0628,-22.0613,143.97
219,ven,6,9.6235,-7.7118,21.1143,-6.1463,3.2292,22.1631,144.56
220,ven,6,-0.7605,4.2875,22.2118,-2.5677,8.043,21.4468,177.44
221,ven,6,-0.7605,4.2875,22.2118,-5.935,-3.7624,-22.1166,194.05
222,ven,6,3.5984,-3.0796,22.2932,3.1772,7.0276,21.6764,151.2
223,ven,6,3.5984,-3.0796,22.2932,6.1216,-6.2848,21.7043,146.87
224,ven,6,9.9271,-9.0161,-20.7229,6.0891,-0.8884,22.3168,172.94
225,ven,6,9.9271,-9.0161,-20.7229,-7.1374,1.1994,22.2424,189.47
226,ven,6,-1.1807,-0.5875,22.4883,-4.0401,-6.833,21.69,216.09
227,ven,6,-1.1807,-0.5875,22.4883,-6.7065,4.9594,21.9061,199.4
228,ven,6,6.824,-6.5316,21.6103,3.0037,5.7365,-21.9439,194.68
229,ven,6,6.824,-6.5316,21.6103,-4.8852,-4.8571,22.0213,175.47
230,ven,6,0.2951,-2.4336,22.408,-2.0076,-7.6409,21.5609,148.3
231,ven,6,0.2951,-2.4336,22.408,6.7237,-1.5284,-22.2551,153.25
232,ven,6,3.4732,2.8834,-22.3156,1.6482,-7.1654,21.6803,174.24
233,ven,6,3.4732,2.8834,-22.3156,-3.6566,-3.8303,22.2103,182.76
234,ven,6,-0.6061,2.5784,22.3955,-5.4434,-6.0153,-21.7945,230.41
235,ven,6,-0.6061,2.5784,22.3955,1.4714,-1.2333,22.4666,207.84
236,ven,6,-10.2275,-7.8341,21.0242,-4.0979,-2.6748,-22.3117,138.79
237,ven,6,-10.2275,-7.8341,21.0242,-5.5849,5.3018,21.9154,125.25
238,ven,6,-7.4623,-7.3025,-21.3942,5.239,0.9966,22.3582,148.47
239,ven,6,-7.4623,-7.3025,-21.3942,2.0407,-1.9406,22.4226,153.72
240,ven,6,2.2335,-6.5819,-21.7976,4.9381,-1.4739,-22.354,185.84
241,ven,6,2.2335,-6.5819,-21.7976,6.4946,4.8837,-21.9311,172.55
242,ven,6,0.4831,-4.9157,-22.1229,6.8344,2.8293,-22.1594,180.56
243,ven,6,0.4831,-4.9157,-22.1229,0.2775,2.4806,-22.4045,182.41
244,ven,6,-3.6028,6.249,-21.8277,0.1978,0.3025,22.4984,157.47
245,ven,6,-3.6028,6.249,-21.8277,5.1716,6.5784,-21.695,158.99
246,ven,6,1.5086,-5.0696,22.0892,-1.0233,-6.8299,21.7633,177.69
247,ven,6,1.5086,-5.0696,22.0892,1.9654,-7.5346,-21.5877,171.27
248,ven,6,5.1728,-6.0253,-21.8062,6.7926,-3.0395,-22.1427,138.43
249,ven,6,5.1728,-6.0253,-21.8062,-2.4636,1.0715,-22.4544,153.4
250,ven,6,6.6448,-1.4176,22.265,-1.8094,-7.6976,-21.5505,159.7
251,ven,6,6.6448,-1.4176,22.265,-2.2536,4.1136,-22.2137,143.86
252,col,1,0.0,-10.2,0.0,8.0,-20.2,0.0,3250.0
253,col,1,0.0,-10.2,0.0,8.0,-0.2,2.0,3250.0
254,col,2,8.0,-20.2,0.0,17.7289,-22.8017,6.0213,2000.0
255,col,2,8.0,-20.2,0.0,20.1549,-21.4878,7.5945,2000.0
256,col,2,8.0,-20.2,0.0,14.4821,-18.1107,7.8778,2000.0
257,col,2,8.0,-20.2,0.0,14.855,-14.1854,6.9226,2000.0
258,col,3,17.7289,-22.8017,6.0213,26.6127,-19.3861,1.94,1050.0
259,col,3,17.7289,-22.8017,6.0213,22.9173,-22.5607,3.3298,1050.0
260,col,3,17.7289,-22.8017,6.0213,23.6004,-21.8325,5.1933,1050.0
261,col,3,17.7289,-22.8017,6.0213,23.4518,-22.7235,0.9203,1050.0
262,col,3,17.7289,-22.8017,6.0213,25.7724,-20.9781,5.497,1050.0
263,col,3,20.1549,-21.4878,7.5945,27.1353,-21.1075,3.3966,1050.0
264,col,3,20.1549,-21.4878,7.5945,26.3546,-19.8337,7.5087,1050.0
265,col,3,20.1549,-21.4878,7.5945,28.4621,-17.0106,10.2344,1050.0
266,col,3,20.1549,-21.4878,7.5945,23.4985,-21.6821,5.7017,1050.0
267,col,3,20.1549,-21.4878,7.5945,32.2479,-16.6041,4.4472,1050.0
268,col,3,14.4821,-18.1107,7.8778,23.8018,-19.2623,4.7844,1050.0
269,col,3,14.4821,-18.1107,7.8778,25.568,-21.3542,4.6183,1050.0
270,col,3,14.4821,-18.1107,7.8778,24.786,-19.621,8.8759,1050.0
271,col,3,14.4821,-18.1107,7.8778,21.0076,-18.9115,4.3753,1050.0
272,col,3,14.4821,-18.1107,7.8778,24.2754,-20.4903,7.7294,1050.0
273,col,3,14.855,-14.1854,6.9226,23.4463,-16.4453,11.22,1050.0
274,col,3,14.855,-14.1854,6.9226,25.0719,-13.7208,2.699,1050.0
275,col,3,14.855,-14.1854,6.9226,27.4574,-13.1302,10.2373,1050.0
276,col,3,14.855,-14.1854,6.9226,23.2937,-17.8065,8.3182,1050.0
277,col,3,14.855,-14.1854,6.9226,22.2423,-11.5701,5.9643,1050.0
278,col,2,8.0,-0.2,2.0,20.2442,-6.2146,8.9226,2000.0
279,col,2,8.0,-0.2,2.0,17.9741,-2.2893,9.8778,2000.0
280,col,2,8.0,-0.2,2.0,14.5554,1.8893,9.8778,2000.0
281,col,2,8.0,-0.2,2.0,19.52,5.8146,8.9226,2000.0
282,col,3,20.2442,-6.2146,8.9226,30.5096,-1.5244,7.8139,1050.0
283,col,3,20.2442,-6.2146,8.9226,30.6592,-3.9579,8.0438,1050.0
284,col,3,20.2442,-6.2146,8.9226,26.6035,-3.8083,12.6081,1050.0
285,col,3,20.2442,-6.2146,8.9226,28.4377,-13.0407,10.957,1050.0
286,col,3,20.2442,-6.2146,8.9226,30.4942,-9.2338,7.6938,1050.0
287,col,3,17.9741,-2.2893,9.8778,26.7369,-4.8567,11.2559,1050.0
288,col,3,17.9741,-2.2893,9.8778,31.1067,1.1907,12.9554,1050.0
289,col,3,17.9741,-2.2893,9.8778,26.4224,-7.8982,13.0562,1050.0
290,col,3,17.9741,-2.2893,9.8778,28.0622,-8.3022,3.9541,1050.0
291,col,3,17.9741,-2.2893,9.8778,25.8636,-4.4535,6.5286,1050.0
292,col,3,14.5554,1.8893,9.8778,21.3274,-1.4033,12.165,1050.0
293,col,3,14.5554,1.8893,9.8778,23.9086,5.8174,11.4371,1050.0
294,col,3,14.5554,1.8893,9.8778,27.8442,-1.0965,12.9081,1050.0
295,col,3,14.5554,1.8893,9.8778,24.0115,2.4377,12.0668,1050.0
296,col,3,14.5554,1.8893,9.8778,20.2032,2.5348,14.6193,1050.0
297,col,3,19.52,5.8146,8.9226,27.6733,6.2635,3.8689,1050.0
298,col,3,19.52,5.8146,8.9226,31.6186,4.0864,10.7923,1050.0
299,col,3,19.52,5.8146,8.9226,26.5441,4.2553,8.331,1050.0
300,col,3,19.52,5.8146,8.9226,31.5612,9.9465,9.3092,1050.0
301,col,3,19.52,5.8146,8.9226,30.3691,7.3198,3.9181,1050.0
