id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um
34,arterial,3,-13.6039,16.5262,6.5748,-5.6391,21.9496,-0.8717,279.73
35,arterial,3,-13.6039,16.5262,6.5748,-21.4419,20.243,2.1402,275.27
36,arterial,3,-9.5006,15.1449,-3.507,-0.852,25.2575,7.868,340.52
37,arterial,3,-11.0458,9.7707,-10.5683,-19.4101,17.4222,11.7823,274.47
38,arterial,3,-11.0458,9.7707,-10.5683,4.7947,21.9708,-9.0877,286.54
39,arterial,3,-12.6749,16.7673,16.6679,-13.3627,12.2629,19.1031,252.4
40,arterial,3,-12.6749,16.7673,16.6679,-10.2065,15.7429,17.681,246.52
41,arterial,4,-19.5709,17.6538,14.515,-12.7482,19.8145,14.1429,216.52
42,arterial,4,-19.5709,17.6538,14.515,-18.0682,18.4052,8.8881,230.02
43,arterial,4,-13.5894,17.8781,15.6886,-8.7994,20.8669,5.7517,226.62
44,arterial,4,-13.5894,17.8781,15.6886,-17.6736,22.1243,10.0893,219.03
45,arterial,4,-19.2498,24.8034,1.5685,-16.5835,24.9489,4.144,204.3
46,arterial,4,-19.2498,24.8034,1.5685,-23.2037,23.5721,-3.0238,198.66
47,arterial,4,-6.1501,22.5742,12.0229,-9.1611,25.295,6.6766,170.98
48,arterial,4,-6.1501,22.5742,12.0229,-4.3948,24.8773,8.5137,167.05
49,arterial,4,-17.4192,20.8531,11.8987,-18.9456,22.9517,8.1407,230.62
50,arterial,4,-27.5958,17.079,12.0973,-17.7495,18.7477,14.0385,184.52
51,arterial,4,-27.5958,17.079,12.0973,-22.2093,17.2122,14.0926,201.41
52,arterial,4,14.8008,7.9092,-20.434,19.9234,11.3676,-18.2893,212.03
53,arterial,4,5.6654,-0.6558,8.954,6.943,10.0153,13.3629,255.0
54,arterial,4,5.6654,-0.6558,8.954,14.7684,1.1837,9.2945,274.13
55,arterial,4,12.743,1.4873,7.1791,21.0362,10.1966,11.5088,259.99
56,arterial,4,-38.1851,17.1402,0.9854,-24.9434,21.5078,7.5141,203.57
57,arterial,4,-38.1851,17.1402,0.9854,-27.1279,21.5978,5.5015,203.16
58,arterial,4,-40.2971,15.0647,-3.6254,-30.654,20.0936,-5.6321,236.31
59,arterial,4,-40.2971,15.0647,-3.6254,-40.13,15.5183,-2.5071,254.19
60,arterial,4,-0.3059,1.2237,-22.4764,-2.1684,4.0105,-22.2286,276.3
61,arterial,4,-0.3059,1.2237,-22.4764,-4.3127,3.7247,-19.5757,260.83
62,arterial,4,-9.4443,7.9795,-21.0619,-10.1105,9.5415,-20.5404,212.13
63,arterial,4,-9.4443,7.9795,-21.0619,-8.1098,10.9327,-16.4413,210.95
64,arterial,4,-10.6459,0.9461,-21.9593,-10.2545,6.45,-14.8703,221.84
65,arterial,4,-5.6391,21.9496,-0.8717,-11.6596,25.7776,4.0883,222.38
66,arterial,4,-21.4419,20.243,2.1402,-27.128,22.2739,3.1089,219.18
67,arterial,4,-0.852,25.2575,7.868,6.2813,25.4746,6.8872,279.97
68,arterial,4,-19.4101,17.4222,11.7823,-21.1057,22.1684,6.0652,202.1
69,arterial,4,4.7947,21.9708,-9.0877,8.8394,24.5472,-8.4652,233.0
70,arterial,4,4.7947,21.9708,-9.0877,-0.1107,24.059,-10.2117,233.35
71,arterial,4,-13.3627,12.2629,19.1031,-11.4122,18.2237,11.4476,205.41
72,arterial,4,-13.3627,12.2629,19.1031,-8.3687,16.193,14.3811,200.87
73,arterial,4,-10.2065,15.7429,17.681,-17.1012,21.4741,10.0789,199.57
74,arterial,4,-10.2065,15.7429,17.681,-11.5039,20.4444,13.7349,184.36
75,arterial,5,-12.7482,19.8145,14.1429,-9.8438,23.6074,9.9604,170.12
76,arterial,5,-12.7482,19.8145,14.1429,-15.1307,20.815,11.0163,158.17
77,arterial,5,-12.7482,19.8145,14.1429,-7.3915,23.5751,8.8442,156.9
78,arterial,5,-18.0682,18.4052,8.8881,-13.6071,21.4232,3.4714,190.96
79,arterial,5,-18.0682,18.4052,8.8881,-14.7259,21.7731,11.4992,183.08
80,arterial,5,-18.0682,18.4052,8.8881,-14.9754,20.9173,12.4929,186.67
81,arterial,5,-8.7994,20.8669,5.7517,-4.3738,23.0481,11.5498,182.35
82,arterial,5,-8.7994,20.8669,5.7517,-5.2573,26.5403,0.1481,183.6
83,arterial,5,-8.7994,20.8669,5.7517,-5.3008,23.3106,9.9906,174.64
84,arterial,5,-17.6736,22.1243,10.0893,-9.8371,24.7632,6.5965,176.14
85,arterial,5,-17.6736,22.1243,10.0893,-14.4282,23.924,8.1097,167.23
86,arterial,5,-17.6736,22.1243,10.0893,-11.8069,22.2995,11.4945,163.17
87,arterial,5,-16.5835,24.9489,4.144,-13.7624,25.1428,5.3027,170.14
88,arterial,5,-16.5835,24.9489,4.144,-17.5594,25.069,-2.4737,166.56
89,arterial,5,-16.5835,24.9489,4.144,-18.6808,24.1046,5.5367,169.3
90,arterial,5,-23.2037,23.5721,-3.0238,-16.7748,22.7007,-9.4999,153.01
91,arterial,5,-23.2037,23.5721,-3.0238,-20.5155,24.3336,2.8449,158.08
92,arterial,5,-23.2037,23.5721,-3.0238,-23.1643,23.6761,2.4718,153.72
93,arterial,5,-9.1611,25.295,6.6766,-5.1912,25.7354,6.3831,137.23
94,arterial,5,-9.1611,25.295,6.6766,-13.8952,25.8134,1.9042,140.48
95,arterial,5,-9.1611,25.295,6.6766,-7.0814,26.1543,4.5667,141.81
96,arterial,5,-4.3948,24.8773,8.5137,-6.7195,26.6203,2.1935,124.72
97,arterial,5,-4.3948,24.8773,8.5137,-1.762,23.9604,10.3406,131.19
98,arterial,5,-4.3948,24.8773,8.5137,1.5584,24.8492,8.7716,130.04
99,arterial,5,-18.9456,22.9517,8.1407,-15.8709,22.6024,9.9719,182.12
100,arterial,5,-18.9456,22.9517,8.1407,-12.2825,24.864,6.7646,182.06
101,arterial,5,-18.9456,22.9517,8.1407,-20.6634,23.7739,5.0532,178.26
102,arterial,5,-17.7495,18.7477,14.0385,-11.4875,20.3606,13.8239,134.77
103,arterial,5,-17.7495,18.7477,14.0385,-12.8555,23.7992,8.8752,140.86
104,arterial,5,-17.7495,18.7477,14.0385,-11.8546,20.4454,13.6721,142.03
105,arterial,5,-22.2093,17.2122,14.0926,-18.6409,18.3633,9.4756,171.82
106,arterial,5,-22.2093,17.2122,14.0926,-16.1139,18.4551,14.6997,173.87
107,arterial,5,-22.2093,17.2122,14.0926,-16.9672,20.3072,12.6647,163.95
108,arterial,5,19.9234,11.3676,-18.2893,14.0894,17.2314,-14.1745,171.28
109,arterial,5,19.9234,11.3676,-18.2893,20.6962,17.0501,-12.0886,160.77
110,arterial,5,19.9234,11.3676,-18.2893,19.1875,13.6242,-11.5335,160.47
111,arterial,5,6.943,10.0153,13.3629,8.8407,13.8534,11.7952,194.87
112,arterial,5,6.943,10.0153,13.3629,7.3621,18.4542,13.779,192.92
113,arterial,5,6.943,10.0153,13.3629,7.5548,14.5401,12.3939,183.14
114,arterial,5,14.7684,1.1837,9.2945,17.4856,4.8912,11.4679,218.47
115,arterial,5,14.7684,1.1837,9.2945,9.436,3.8225,10.2822,225.09
116,arterial,5,14.7684,1.1837,9.2945,21.7332,5.3076,9.5355,224.25
117,arterial,5,21.0362,10.1966,11.5088,21.9339,13.4683,14.8141,210.07
118,arterial,5,21.0362,10.1966,11.5088,20.6892,19.1456,9.7099,202.85
119,arterial,5,21.0362,10.1966,11.5088,19.4503,13.469,9.1023,195.75
120,arterial,5,-24.9434,21.5078,7.5141,-27.9558,22.0869,2.4506,156.9
121,arterial,5,-24.9434,21.5078,7.5141,-22.121,23.1449,5.7571,156.74
122,arterial,5,-24.9434,21.5078,7.5141,-27.5048,22.0447,3.5308,156.82
123,arterial,5,-27.1279,21.5978,5.5015,-28.9684,21.1888,4.5921,159.06
124,arterial,5,-27.1279,21.5978,5.5015,-23.9004,23.6276,-0.7371,162.82
125,arterial,5,-27.1279,21.5978,5.5015,-26.0819,21.3567,6.9968,157.71
126,arterial,5,-30.654,20.0936,-5.6321,-25.438,21.3166,-7.5498,175.79
127,arterial,5,-30.654,20.0936,-5.6321,-25.7131,21.6861,-6.5619,181.6
128,arterial,5,-30.654,20.0936,-5.6321,-32.7923,20.0905,-1.9433,178.07
129,arterial,5,-40.13,15.5183,-2.5071,-33.8946,19.0219,-4.197,204.9
130,arterial,5,-40.13,15.5183,-2.5071,-37.5317,15.8914,-6.3118,204.25
131,arterial,5,-40.13,15.5183,-2.5071,-38.9197,16.2085,3.2931,213.17
132,arterial,5,-2.1684,4.0105,-22.2286,0.9597,6.0691,-21.9199,228.24
133,arterial,5,-2.1684,4.0105,-22.2286,0.3319,5.7711,-21.9795,223.71
134,arterial,5,-2.1684,4.0105,-22.2286,1.0557,9.6585,-21.0056,228.61
135,arterial,5,-4.3127,3.7247,-19.5757,-6.8141,4.9641,-21.8985,192.35
136,arterial,5,-4.3127,3.7247,-19.5757,-8.3226,6.3485,-21.5395,190.67
137,arterial,5,-4.3127,3.7247,-19.5757,-4.1101,5.9087,-15.5875,196.94
138,arterial,5,-10.1105,9.5415,-20.5404,-6.646,12.8344,-18.2005,163.66
139,arterial,5,-10.1105,9.5415,-20.5404,-7.2522,14.9871,-18.4229,165.5
140,arterial,5,-10.1105,9.5415,-20.5404,-4.8268,10.8806,-20.4749,169.06
141,arterial,5,-8.1098,10.9327,-16.4413,-12.5794,13.4649,-14.5218,168.02
142,arterial,5,-8.1098,10.9327,-16.4413,-11.3334,13.6603,-16.1373,164.35
143,arterial,5,-8.1098,10.9327,-16.4413,-11.4268,12.07,-11.9958,171.16
144,arterial,5,-10.2545,6.45,-14.8703,-13.6298,11.5757,-11.2905,174.41
145,arterial,5,-10.2545,6.45,-14.8703,-11.727,10.4511,-7.6959,181.47
146,arterial,5,-10.2545,6.45,-14.8703,-12.9009,9.2137,-11.7826,167.46
147,arterial,5,-11.6596,25.7776,4.0883,-8.474,25.4996,6.314,178.98
148,arterial,5,-11.6596,25.7776,4.0883,-15.0603,25.6545,-1.5284,177.13
149,arterial,5,-11.6596,25.7776,4.0883,-9.6788,24.7684,7.8021,179.27
150,arterial,5,-27.128,22.2739,3.1089,-24.1415,23.4529,1.9657,180.63
151,arterial,5,-27.128,22.2739,3.1089,-23.8419,21.8927,7.4808,177.61
152,arterial,5,-27.128,22.2739,3.1089,-19.7404,24.6552,-1.897,178.88
153,arterial,5,6.2813,25.4746,6.8872,2.5612,23.8149,10.5376,220.82
154,arterial,5,6.2813,25.4746,6.8872,8.6762,26.2287,3.5999,215.0
155,arterial,5,6.2813,25.4746,6.8872,11.3925,24.6305,7.6251,227.02
156,arterial,5,-21.1057,22.1684,6.0652,-20.3581,24.6029,0.5204,145.59
157,arterial,5,-21.1057,22.1684,6.0652,-20.6057,24.347,2.6216,153.84
158,arterial,5,-21.1057,22.1684,6.0652,-15.5356,23.8783,7.7737,147.5
159,arterial,5,8.8394,24.5472,-8.4652,6.4042,26.6308,-2.297,183.11
160,arterial,5,8.8394,24.5472,-8.4652,6.6361,23.9357,-9.9646,184.86
161,arterial,5,8.8394,24.5472,-8.4652,11.0466,26.3173,-0.2581,185.81
162,arterial,5,-0.1107,24.059,-10.2117,1.4411,25.4019,-7.5978,186.61
163,arterial,5,-0.1107,24.059,-10.2117,2.1134,26.5448,-4.0006,191.84
164,arterial,5,-0.1107,24.059,-10.2117,-0.9217,26.456,-2.2131,178.69
165,arterial,5,-11.4122,18.2237,11.4476,-6.4493,22.9689,11.4581,163.73
166,arterial,5,-11.4122,18.2237,11.4476,-14.4336,19.8121,13.5027,162.72
167,arterial,5,-11.4122,18.2237,11.4476,-11.3715,19.6574,14.5323,162.93
168,arterial,5,-8.3687,16.193,14.3811,-5.0872,20.0739,10.5761,151.71
169,arterial,5,-8.3687,16.193,14.3811,-14.1641,21.2373,12.3121,155.14
170,arterial,5,-8.3687,16.193,14.3811,-7.3773,20.5342,8.3916,152.31
171,arterial,5,-17.1012,21.4741,10.0789,-12.9952,22.8942,9.3186,171.97
172,arterial,5,-17.1012,21.4741,10.0789,-16.2723,25.1187,3.6583,160.81
173,arterial,5,-17.1012,21.4741,10.0789,-14.0168,22.8848,7.6822,164.91
174,arterial,5,-11.5039,20.4444,13.7349,-8.2744,18.731,15.7625,138.34
175,arterial,5,-11.5039,20.4444,13.7349,-10.7825,21.4918,12.707,133.88
176,arterial,5,-11.5039,20.4444,13.7349,-7.6739,22.7267,11.6361,139.75
177,venoso,1,0.0,-25.5,-3.0,-5.4011,-5.9282,-21.8132,545.45
178,venoso,1,0.0,-25.5,-3.0,-17.3769,-13.473,7.7434,517.53
179,venoso,1,0.0,-25.5,-3.0,-12.2073,-14.9254,-12.9426,555.64
180,venoso,1,0.0,-25.5,-3.0,-33.4694,-5.0052,16.0439,552.9
181,venoso,1,0.0,-25.5,-3.0,15.2577,-6.0922,-20.7937,521.21
182,venoso,1,0.0,-25.5,-3.0,14.7134,-14.8029,-17.5884,513.01
183,venoso,1,0.0,-25.5,-3.0,5.1219,0.832,22.3685,530.33
184,venoso,2,-5.4011,-5.9282,-21.8132,-7.5448,9.7066,-20.7137,436.67
185,venoso,2,-5.4011,-5.9282,-21.8132,-8.6319,1.814,0.8701,443.73
186,venoso,2,-17.3769,-13.473,7.7434,-1.8655,-3.5805,22.2852,402.85
187,venoso,2,-17.3769,-13.473,7.7434,-23.8945,-8.4302,-12.4161,375.31
188,venoso,2,-12.2073,-14.9254,-12.9426,-9.5028,1.0502,-22.0641,471.31
189,venoso,2,-12.2073,-14.9254,-12.9426,-8.4717,-6.4955,-21.497,443.92
190,venoso,2,-33.4694,-5.0052,16.0439,-45.0984,11.0064,1.3798,444.11
191,venoso,2,-33.4694,-5.0052,16.0439,-26.0166,11.7497,1.594,462.31
192,venoso,2,15.2577,-6.0922,-20.7937,-11.6004,2.4075,1.177,400.15
193,venoso,2,15.2577,-6.0922,-20.7937,25.5171,0.8316,4.9677,393.3
194,venoso,2,14.7134,-14.8029,-17.5884,9.372,1.8505,-16.3444,369.94
195,venoso,2,14.7134,-14.8029,-17.5884,3.7294,-7.3578,-21.582,392.68
196,venoso,2,5.1219,0.832,22.3685,-7.5662,25.5283,5.8269,405.39
197,venoso,2,5.1219,0.832,22.3685,1.9319,7.2952,21.6453,420.27
198,venoso,3,-7.5448,9.7066,-20.7137,-0.634,9.3066,-21.1192,345.82
199,venoso,3,-8.6319,1.814,0.8701,-8.8576,22.8513,-9.4242,342.15
200,venoso,3,-1.8655,-3.5805,22.2852,5.7168,6.6588,21.6496,324.54
201,venoso,3,-1.8655,-3.5805,22.2852,7.2978,5.3908,15.312,339.53
202,venoso,3,-23.8945,-8.4302,-12.4161,-12.1626,2.8786,-21.6779,273.17
203,venoso,3,-23.8945,-8.4302,-12.4161,-32.1961,9.2199,-5.9738,291.53
204,venoso,3,-9.5028,1.0502,-22.0641,3.4963,14.7445,-11.3789,393.2
205,venoso,3,-9.5028,1.0502,-22.0641,-12.4147,6.2921,-21.1403,380.0
206,venoso,3,-8.4717,-6.4955,-21.497,3.1298,4.2392,-22.1754,349.48
207,venoso,3,-45.0984,11.0064,1.3798,-29.3435,18.2911,-9.7985,336.56
208,venoso,3,-45.0984,11.0064,1.3798,-30.1272,21.4112,0.599,348.89
209,venoso,3,-26.0166,11.7497,1.594,-9.7934,25.7677,-5.0338,358.54
210,venoso,3,-26.0166,11.7497,1.594,-32.1572,13.519,-12.8715,389.78
211,venoso,3,-11.6004,2.4075,1.177,-5.1216,10.1954,8.5958,315.5
212,venoso,3,-11.6004,2.4075,1.177,-3.3885,6.9711,4.733,326.02
213,venoso,3,25.5171,0.8316,4.9677,33.4084,7.9127,-0.4919,318.12
214,venoso,3,9.372,1.8505,-16.3444,22.9968,13.18,-0.3791,292.83
215,venoso,3,9.372,1.8505,-16.3444,23.8577,12.3859,-16.7962,267.59
216,venoso,3,3.7294,-7.3578,-21.582,8.1608,8.2631,-4.7581,319.89
217,venoso,3,3.7294,-7.3578,-21.582,7.8621,-1.264,-22.1894,324.58
218,venoso,3,-7.5662,25.5283,5.8269,-10.5395,26.1943,-2.6101,299.91
219,venoso,3,1.9319,7.2952,21.6453,19.0279,16.2752,15.7321,331.68
220,venoso,3,1.9319,7.2952,21.6453,18.2611,11.9311,16.9453,348.76
221,venoso,4,-0.634,9.3066,-21.1192,5.6896,15.6125,-18.1739,268.53
222,venoso,4,-0.634,9.3066,-21.1192,-5.7548,16.3439,-17.7174,284.99
223,venoso,4,-8.8576,22.8513,-9.4242,-5.3922,22.9039,-11.6595,251.28
224,venoso,4,5.7168,6.6588,21.6496,13.0652,12.968,10.0283,257.62
225,venoso,4,5.7168,6.6588,21.6496,17.287,9.2506,19.2239,240.48
226,venoso,4,7.2978,5.3908,15.312,13.4952,14.4721,7.0059,269.44
227,venoso,4,-12.1626,2.8786,-21.6779,-11.3771,10.0426,-19.9763,213.41
228,venoso,4,-32.1961,9.2199,-5.9738,-37.7123,17.2049,2.616,246.09
229,venoso,4,-32.1961,9.2199,-5.9738,-27.1353,15.7336,-13.4985,232.86
230,venoso,4,3.4963,14.7445,-11.3789,-0.7569,21.5564,-3.9149,305.46
231,venoso,4,-12.4147,6.2921,-21.1403,-7.6001,9.7194,-11.9134,294.24
232,venoso,4,-12.4147,6.2921,-21.1403,-5.4418,9.9803,-17.3172,295.26
233,venoso,4,3.1298,4.2392,-22.1754,5.1808,10.6924,-10.3609,293.08
234,venoso,4,3.1298,4.2392,-22.1754,10.0198,9.828,-15.8533,284.95
235,venoso,4,-29.3435,18.2911,-9.7985,-19.113,24.1483,-5.0809,252.22
236,venoso,4,-29.3435,18.2911,-9.7985,-21.4452,19.5706,-2.8778,268.1
237,venoso,4,-30.1272,21.4112,0.599,-30.0672,20.9728,3.7429,290.33
238,venoso,4,-30.1272,21.4112,0.599,-27.8988,21.396,-5.2465,274.31
239,venoso,4,-9.7934,25.7677,-5.0338,-6.0987,26.6659,-2.183,270.58
240,venoso,4,-9.7934,25.7677,-5.0338,-4.6437,26.8785,-0.3013,264.22
241,venoso,4,-32.1572,13.519,-12.8715,-23.2139,18.6518,-12.3822,334.95
242,venoso,4,-5.1216,10.1954,8.5958,0.4932,15.0131,3.0461,249.3
243,venoso,4,-3.3885,6.9711,4.733,-1.3307,12.9403,7.7611,271.92
244,venoso,4,-3.3885,6.9711,4.733,0.5086,9.5675,1.6584,254.41
245,venoso,4,33.4084,7.9127,-0.4919,37.8113,9.7851,-8.6387,261.67
246,venoso,4,33.4084,7.9127,-0.4919,37.2913,12.2779,-5.2873,262.19
247,venoso,4,22.9968,13.18,-0.3791,30.0332,17.0083,-1.0672,249.78
248,venoso,4,22.9968,13.18,-0.3791,17.7409,14.6638,3.0184,236.98
249,venoso,4,23.8577,12.3859,-16.7962,26.2114,15.5742,-9.9283,197.29
250,venoso,4,23.8577,12.3859,-16.7962,19.0197,15.5356,-16.245,199.66
251,venoso,4,8.1608,8.2631,-4.7581,2.2246,21.2402,-7.1418,245.14
252,venoso,4,7.8621,-1.264,-22.1894,-2.7074,6.2206,-21.8601,259.31
253,venoso,4,7.8621,-1.264,-22.1894,1.3448,6.0729,-16.4571,260.54
254,venoso,4,-10.5395,26.1943,-2.6101,-3.6784,26.7991,2.1705,216.01
255,venoso,4,19.0279,16.2752,15.7321,19.4901,16.4989,15.4509,244.86
256,venoso,4,18.2611,11.9311,16.9453,22.8156,18.61,9.595,272.76
257,venoso,4,18.2611,11.9311,16.9453,13.7195,18.4022,13.2169,295.02
258,venoso,5,5.6896,15.6125,-18.1739,4.0837,13.7001,-19.2993,203.98
259,venoso,5,5.6896,15.6125,-18.1739,8.4489,21.5897,-12.7949,209.14
260,venoso,5,5.6896,15.6125,-18.1739,1.8265,15.495,-18.4073,212.4
261,venoso,5,-5.7548,16.3439,-17.7174,-10.6313,19.6032,-14.698,235.1
262,venoso,5,-5.7548,16.3439,-17.7174,-9.2829,17.3423,-16.7209,230.69
263,venoso,5,-5.7548,16.3439,-17.7174,-9.4353,16.3528,-17.3825,235.26
264,venoso,5,-5.3922,22.9039,-11.6595,-3.1686,22.643,-12.1708,185.3
265,venoso,5,-5.3922,22.9039,-11.6595,-2.5741,21.2925,-13.7856,184.21
266,venoso,5,-5.3922,22.9039,-11.6595,-4.3822,25.9912,-5.7582,197.52
267,venoso,5,13.0652,12.968,10.0283,10.8137,18.9413,4.1399,213.26
268,venoso,5,13.0652,12.968,10.0283,17.8443,17.1993,12.1909,216.54
269,venoso,5,13.0652,12.968,10.0283,9.0818,14.15,7.6204,218.9
270,venoso,5,17.287,9.2506,19.2239,14.9373,13.354,17.859,186.05
271,venoso,5,17.287,9.2506,19.2239,17.9141,13.7436,17.572,177.01
272,venoso,5,17.287,9.2506,19.2239,18.8895,11.5415,18.4397,184.44
273,venoso,5,13.4952,14.4721,7.0059,8.0639,15.8974,3.9295,212.99
274,venoso,5,13.4952,14.4721,7.0059,16.3313,19.4295,6.0757,204.28
275,venoso,5,13.4952,14.4721,7.0059,19.0017,15.7825,11.1504,205.56
276,venoso,5,-11.3771,10.0426,-19.9763,-7.6469,14.9222,-13.7926,174.6
277,venoso,5,-11.3771,10.0426,-19.9763,-13.3376,13.0026,-16.3537,177.7
278,venoso,5,-11.3771,10.0426,-19.9763,-7.5101,12.2233,-19.7697,181.74
279,venoso,5,-37.7123,17.2049,2.616,-36.3487,16.9423,5.8253,207.44
280,venoso,5,-37.7123,17.2049,2.616,-33.4995,17.8778,7.2409,201.79
281,venoso,5,-37.7123,17.2049,2.616,-35.1114,18.9673,-1.3052,209.21
282,venoso,5,-27.1353,15.7336,-13.4985,-24.7491,17.3646,-13.0499,171.5
283,venoso,5,-27.1353,15.7336,-13.4985,-22.3625,16.6922,-14.4718,172.22
284,venoso,5,-27.1353,15.7336,-13.4985,-26.8306,19.3522,-8.43,173.63
285,venoso,5,-0.7569,21.5564,-3.9149,0.3333,25.118,-7.0135,219.04
286,venoso,5,-0.7569,21.5564,-3.9149,3.5233,26.4834,-4.0769,235.35
287,venoso,5,-0.7569,21.5564,-3.9149,-0.0404,25.3114,-6.3843,224.58
288,venoso,5,-7.6001,9.7194,-11.9134,-10.2523,11.5905,-9.299,224.56
289,venoso,5,-7.6001,9.7194,-11.9134,-8.222,15.8804,-14.3052,222.55
290,venoso,5,-7.6001,9.7194,-11.9134,-9.4333,12.298,-9.4887,241.62
291,venoso,5,-5.4418,9.9803,-17.3172,-3.4523,16.2671,-17.8893,234.62
292,venoso,5,-5.4418,9.9803,-17.3172,-3.3712,10.7328,-20.589,238.94
293,venoso,5,-5.4418,9.9803,-17.3172,-7.4308,12.4444,-14.1824,238.32
294,venoso,5,5.1808,10.6924,-10.3609,4.4081,16.8366,-14.7961,243.2
295,venoso,5,5.1808,10.6924,-10.3609,10.7119,15.3363,-10.396,243.76
296,venoso,5,5.1808,10.6924,-10.3609,6.3711,12.5831,-3.096,240.12
297,venoso,5,10.0198,9.828,-15.8533,5.578,15.5077,-17.5114,213.55
298,venoso,5,10.0198,9.828,-15.8533,10.3425,14.0303,-18.6399,220.11
299,venoso,5,10.0198,9.828,-15.8533,15.2323,15.6338,-14.9111,228.91
300,venoso,5,-19.113,24.1483,-5.0809,-17.9511,25.1571,-0.4128,195.94
301,venoso,5,-19.113,24.1483,-5.0809,-15.7549,25.4658,-2.1482,192.45
302,venoso,5,-19.113,24.1483,-5.0809,-21.4347,23.3499,-5.7184,194.9
303,venoso,5,-21.4452,19.5706,-2.8778,-22.2242,22.8221,-6.5193,214.55
304,venoso,5,-21.4452,19.5706,-2.8778,-25.8541,23.0081,-0.7231,219.47
305,venoso,5,-21.4452,19.5706,-2.8778,-21.6001,24.1172,-2.4364,209.89
306,venoso,5,-30.0672,20.9728,3.7429,-28.0482,22.1975,1.2386,238.64
307,venoso,5,-30.0672,20.9728,3.7429,-23.4991,22.269,6.9122,246.77
308,venoso,5,-30.0672,20.9728,3.7429,-31.7461,20.663,-1.2342,245.73
309,venoso,5,-27.8988,21.396,-5.2465,-24.1813,21.2706,-8.4405,206.36
310,venoso,5,-27.8988,21.396,-5.2465,-27.5068,20.9986,-6.6116,205.48
311,venoso,5,-27.8988,21.396,-5.2465,-20.5438,23.0293,-7.124,213.03
312,venoso,5,-6.0987,26.6659,-2.183,-7.3561,25.9742,-5.1533,221.22
313,venoso,5,-6.0987,26.6659,-2.183,-8.148,26.6302,-0.2324,219.13
314,venoso,5,-6.0987,26.6659,-2.183,-7.6451,26.5783,-1.9007,218.81
315,venoso,5,-4.6437,26.8785,-0.3013,-7.8888,26.3116,3.5534,211.95
