id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um,longitud_mm,presion_entrada,presion_salida,es_terminal
872,art,10,-12.4085,-7.1883,3.2514,-13.8726,-9.1135,1.8003,51.46,2.8206,46.84,43.0,1
873,art,10,-12.4085,-7.1883,3.2514,-12.3005,-8.3741,1.6765,49.27,1.9744,46.84,44.0,1
874,art,7,2.61,3.1924,-14.9378,1.493,3.3574,-17.5933,104.71,2.8856,66.77,64.82,1
875,art,7,2.61,3.1924,-14.9378,1.6166,1.8646,-16.091,104.16,2.0199,66.77,65.4,1
876,art,9,-34.4173,-4.6104,-11.9472,-33.4812,-7.599,-12.235,70.43,3.1449,51.58,48.41,1
877,art,9,-34.4173,-4.6104,-11.9472,-35.1711,-6.6782,-11.9955,67.6,2.2015,51.58,49.27,1
878,art,9,29.3175,-10.734,-0.4246,28.4605,-12.6975,-2.4938,72.61,2.9785,45.35,43.0,1
879,art,9,29.3175,-10.734,-0.4246,29.12,-10.6266,-2.4974,71.45,2.0849,45.35,43.28,1
880,art,5,-25.0481,-14.3278,8.5336,-27.2899,-13.9115,10.5594,153.9,3.0501,76.0,74.6,1
881,art,5,-25.0481,-14.3278,8.5336,-25.3946,-14.2809,10.6398,164.26,2.135,76.0,75.08,1
882,art,8,-15.2987,-6.434,-7.0577,-14.7736,-9.1321,-5.8141,80.49,3.0169,36.15,43.0,1
883,art,8,-15.2987,-6.434,-7.0577,-13.7113,-7.8033,-7.3128,75.16,2.1119,36.15,43.0,1
884,art,10,15.0981,-1.3917,10.1309,16.2913,0.0693,12.1981,58.16,2.7985,33.46,43.0,1
885,art,10,15.0981,-1.3917,10.1309,15.3818,0.395,10.8824,55.37,1.959,33.46,43.0,1
886,art,9,-31.163,3.5397,3.992,-33.8439,4.6078,2.6981,95.78,3.1626,48.97,46.63,1
887,art,9,-31.163,3.5397,3.992,-33.2923,3.8004,4.5391,91.94,2.2138,48.97,47.27,1
888,art,5,32.3445,0.6136,-12.3213,33.0864,3.2475,-13.0823,151.53,2.8403,85.29,83.96,1
889,art,5,32.3445,0.6136,-12.3213,32.7219,1.4179,-14.0999,139.64,1.9882,85.29,84.28,1
890,art,9,-2.8129,3.0841,12.9147,-4.4755,4.721,14.3067,84.08,2.7169,44.98,43.0,1
891,art,9,-2.8129,3.0841,12.9147,-4.4685,4.0133,12.803,78.42,1.9018,44.98,43.26,1
892,art,8,-7.9359,6.0383,5.453,-7.8204,8.7607,6.6104,90.46,2.9605,37.4,43.0,1
893,art,8,-7.9359,6.0383,5.453,-7.9248,7.9226,4.5904,87.6,2.0723,37.4,43.0,1
894,art,9,17.7449,10.8492,5.4421,16.5161,12.1047,7.7898,94.2,2.9322,65.18,62.98,1
895,art,9,17.7449,10.8492,5.4421,17.7171,12.5625,6.5721,90.69,2.0525,65.18,63.58,1
896,art,8,2.5259,-9.4411,-13.4561,4.4618,-10.3955,-15.233,81.54,2.7956,40.75,43.0,1
897,art,8,2.5259,-9.4411,-13.4561,3.8583,-10.8737,-13.5028,87.07,1.9569,40.75,43.0,1
898,art,8,14.0288,20.1518,-5.1841,16.0053,20.8456,-7.1459,81.37,2.87,45.48,43.0,1
899,art,8,14.0288,20.1518,-5.1841,15.1283,19.7911,-6.8263,82.48,2.009,45.48,43.75,1
900,art,8,-16.3254,5.0956,-18.774,-19.0305,4.7761,-17.5479,75.93,2.9871,59.2,56.41,1
901,art,8,-16.3254,5.0956,-18.774,-17.7076,3.8525,-17.8169,79.91,2.091,59.2,57.34,1
902,art,10,-21.7449,-13.5998,-3.4144,-22.2013,-15.3335,-5.4909,57.86,2.7433,45.25,43.0,1
903,art,10,-21.7449,-13.5998,-3.4144,-20.6367,-14.9416,-4.2261,61.8,1.9203,45.25,43.05,1
904,ven,1,0.0,-25.5,-3.0,40.266,-10.393,8.6024,541.94,44.5442,8.0,9.09,0
905,ven,1,0.0,-25.5,-3.0,44.4067,-8.436,5.2106,534.15,48.2758,8.0,9.09,0
906,ven,1,0.0,-25.5,-3.0,-3.3928,-22.3828,-2.735,515.86,4.615,8.0,9.09,0
907,ven,1,0.0,-25.5,-3.0,-0.8488,-22.8552,-1.3505,556.84,3.2305,8.0,9.09,1
908,ven,2,40.266,-10.393,8.6024,13.4306,-5.9124,20.5537,450.08,29.7161,9.09,10.18,0
909,ven,2,40.266,-10.393,8.6024,21.6368,-6.3167,18.9622,414.58,21.7022,9.09,10.18,0
910,ven,2,40.266,-10.393,8.6024,36.0412,-14.9466,4.904,419.54,7.2293,9.09,10.18,0
911,ven,2,40.266,-10.393,8.6024,36.2503,-13.4521,8.9554,446.51,5.0605,9.09,10.18,0
912,ven,2,44.4067,-8.436,5.2106,9.1552,-5.2039,21.1631,399.79,38.8278,9.09,10.18,0
913,ven,2,44.4067,-8.436,5.2106,6.484,3.5225,-21.6032,436.57,47.9595,9.09,10.18,0
914,ven,3,13.4306,-5.9124,20.5537,18.6363,11.8463,17.7422,379.14,18.7183,10.18,11.27,0
915,ven,3,13.4306,-5.9124,20.5537,15.738,21.3021,-10.8489,367.08,41.6183,10.18,11.27,0
916,ven,3,21.6368,-6.3167,18.9622,25.1902,16.2276,13.0394,304.33,23.5786,10.18,11.27,0
917,ven,3,21.6368,-6.3167,18.9622,14.6007,24.1134,-6.0137,314.62,39.9912,10.18,11.27,0
918,ven,3,9.1552,-5.2039,21.1631,13.3813,6.4476,20.4484,300.41,12.4148,10.18,11.27,0
919,ven,3,9.1552,-5.2039,21.1631,21.0526,20.9457,-9.3679,293.61,41.9224,10.18,11.27,0
920,ven,3,6.484,3.5225,-21.6032,-9.357,13.8842,-18.222,372.12,19.2285,10.18,11.27,0
921,ven,3,6.484,3.5225,-21.6032,-15.5329,15.9855,16.0217,352.88,45.3398,10.18,11.27,0
922,ven,3,6.484,3.5225,-21.6032,3.5039,3.0836,-20.7622,362.14,3.1274,10.18,11.27,1
923,ven,3,6.484,3.5225,-21.6032,5.3678,3.5255,-19.7199,364.01,2.1892,10.18,11.27,1
924,ven,4,18.6363,11.8463,17.7422,15.1548,8.13,19.7648,302.24,5.4793,11.27,12.36,0
925,ven,4,18.6363,11.8463,17.7422,16.1394,-15.5693,-12.186,310.96,40.6638,11.27,12.36,0
926,ven,4,15.738,21.3021,-10.8489,11.6812,19.4475,-13.8984,296.94,5.4034,11.27,12.36,0
927,ven,4,15.738,21.3021,-10.8489,19.8476,-6.0336,10.3805,270.47,34.8543,11.27,12.36,0
928,ven,4,25.1902,16.2276,13.0394,18.1343,15.0521,16.0847,223.5,7.7744,11.27,12.36,0
929,ven,4,25.1902,16.2276,13.0394,-2.6141,-5.3771,-21.506,246.4,49.3277,11.27,12.36,0
930,ven,4,25.1902,16.2276,13.0394,22.6481,19.2522,10.5705,233.94,4.6589,11.27,12.36,0
931,ven,4,25.1902,16.2276,13.0394,23.1808,15.9342,10.4875,238.38,3.2612,11.27,12.36,1
932,ven,4,14.6007,24.1134,-6.0137,11.7561,25.4031,2.703,242.72,9.2594,11.27,12.36,0
933,ven,4,14.6007,24.1134,-6.0137,-7.6562,-8.045,0.4176,264.51,39.6345,11.27,12.36,0
934,ven,4,14.6007,24.1134,-6.0137,17.1218,22.8818,-4.1113,248.48,3.39,11.27,12.36,1
935,ven,4,14.6007,24.1134,-6.0137,16.9271,24.5801,-5.9812,260.24,2.373,11.27,12.36,1
936,ven,4,13.3813,6.4476,20.4484,6.537,1.7494,21.7496,227.51,8.403,11.27,12.36,0
937,ven,4,13.3813,6.4476,20.4484,-6.5716,-21.839,9.2005,252.95,36.3973,11.27,12.36,0
938,ven,4,21.0526,20.9457,-9.3679,8.2187,20.7846,-13.0401,235.89,13.3499,11.27,12.36,0
939,ven,4,21.0526,20.9457,-9.3679,17.4702,-9.4099,-15.7327,222.31,31.2219,11.27,12.36,0
940,ven,4,21.0526,20.9457,-9.3679,25.8803,20.7221,-6.956,224.65,5.4013,11.27,12.36,0
941,ven,4,21.0526,20.9457,-9.3679,22.8451,20.8146,-8.6777,234.03,1.9253,11.27,12.36,1
942,ven,4,-9.357,13.8842,-18.222,-23.3812,21.7794,-6.4532,292.83,19.9379,11.27,12.36,0
943,ven,4,-9.357,13.8842,-18.222,33.4841,13.7734,10.9822,314.27,51.8485,11.27,12.36,0
944,ven,4,-9.357,13.8842,-18.222,-7.0506,16.8583,-16.0503,294.02,4.3452,11.27,12.36,1
945,ven,4,-9.357,13.8842,-18.222,-8.6257,15.8967,-17.1212,313.39,2.4077,11.27,12.36,1
946,ven,4,-15.5329,15.9855,16.0217,-13.6524,20.2779,12.6467,280.82,5.7751,11.27,12.36,0
947,ven,4,-15.5329,15.9855,16.0217,2.0107,-22.1193,11.9749,256.46,42.1442,11.27,12.36,0
948,ven,4,-15.5329,15.9855,16.0217,-17.8721,8.9356,15.568,271.28,7.4417,11.27,12.36,1
949,ven,4,-15.5329,15.9855,16.0217,-15.5044,11.4908,13.3888,268.45,5.2092,11.27,12.36,0
950,ven,4,-15.5329,15.9855,16.0217,-11.5179,14.4161,17.0351,258.27,4.4283,11.27,12.36,0
951,ven,4,-15.5329,15.9855,16.0217,-13.3524,14.0166,15.0327,279.6,3.0998,11.27,12.36,1
952,ven,5,15.1548,8.13,19.7648,0.7838,9.6773,20.4655,244.15,14.471,12.36,13.45,0
953,ven,5,15.1548,8.13,19.7648,8.0629,-15.7961,17.4198,224.82,25.065,12.36,13.45,0
954,ven,5,16.1394,-15.5693,-12.186,33.0492,-15.3318,-9.7514,241.23,17.0859,12.36,13.45,0
955,ven,5,16.1394,-15.5693,-12.186,-0.1384,10.8585,-20.0528,259.36,32.02,12.36,13.45,0
956,ven,5,16.1394,-15.5693,-12.186,17.8086,-19.3784,-10.6535,252.77,4.4321,12.36,13.45,1
957,ven,5,16.1394,-15.5693,-12.186,18.9459,-16.8842,-12.3267,249.24,3.1025,12.36,13.45,1
958,ven,5,16.1394,-15.5693,-12.186,16.9063,-14.6755,-8.961,242.21,3.4333,12.36,13.45,1
959,ven,5,16.1394,-15.5693,-12.186,16.2083,-14.0379,-10.335,258.65,2.4033,12.36,13.45,1
960,ven,5,11.6812,19.4475,-13.8984,6.7993,16.2354,-17.0705,248.04,6.6492,12.36,13.45,0
961,ven,5,11.6812,19.4475,-13.8984,-4.2604,-1.3173,-14.4132,247.01,26.1835,12.36,13.45,0
962,ven,5,11.6812,19.4475,-13.8984,14.4407,16.7654,-14.1781,255.8,3.8583,12.36,13.45,1
963,ven,5,11.6812,19.4475,-13.8984,13.4714,17.6967,-12.8863,237.77,2.7008,12.36,13.45,1
964,ven,5,19.8476,-6.0336,10.3805,21.1482,-16.9821,13.8319,202.85,11.5531,12.36,13.45,0
965,ven,5,19.8476,-6.0336,10.3805,3.244,-2.0275,-0.0328,197.06,20.0042,12.36,13.45,0
966,ven,5,19.8476,-6.0336,10.3805,26.2767,-5.8443,12.6782,203.99,6.8299,12.36,13.45,0
967,ven,5,19.8476,-6.0336,10.3805,22.885,-3.3607,12.9276,195.73,4.781,12.36,13.45,0
968,ven,5,19.8476,-6.0336,10.3805,19.777,-3.0482,12.714,194.72,3.7899,12.36,13.45,0
969,ven,5,19.8476,-6.0336,10.3805,19.0788,-3.5047,10.6075,204.81,2.6529,12.36,13.45,1
970,ven,5,18.1343,15.0521,16.0847,13.0726,17.3773,15.4593,171.99,5.6053,12.36,13.45,0
971,ven,5,18.1343,15.0521,16.0847,12.5499,4.9026,1.2583,155.51,18.8154,12.36,13.45,0
972,ven,5,-2.6141,-5.3771,-21.506,-1.2938,-6.5791,-21.2978,204.22,1.7976,12.36,13.45,0
973,ven,5,-2.6141,-5.3771,-21.506,5.9958,5.7634,-0.8799,207.27,24.9736,12.36,13.45,0
974,ven,5,11.7561,25.4031,2.703,9.8899,24.8859,-5.8066,170.83,8.7272,12.36,13.45,0
975,ven,5,11.7561,25.4031,2.703,16.4238,4.7642,4.4434,188.6,21.2316,12.36,13.45,0
976,ven,5,-7.6562,-8.045,0.4176,-21.4264,-19.5616,11.1092,221.75,20.894,12.36,13.45,0
977,ven,5,-7.6562,-8.045,0.4176,4.481,2.4068,-10.6809,217.73,19.4866,12.36,13.45,0
978,ven,5,-7.6562,-8.045,0.4176,-10.5682,-9.752,-1.0945,222.77,3.6987,12.36,13.45,1
979,ven,5,-7.6562,-8.045,0.4176,-8.8062,-10.149,-0.559,216.6,2.5891,12.36,13.45,1
980,ven,5,-7.6562,-8.045,0.4176,-7.0231,-9.2061,-2.7175,211.71,3.4026,12.36,13.45,1
981,ven,5,-7.6562,-8.045,0.4176,-7.2903,-7.5706,-1.8877,226.7,2.3818,12.36,13.45,1
982,ven,5,6.537,1.7494,21.7496,4.0066,3.4219,21.7383,173.68,3.0332,12.36,13.45,0
983,ven,5,6.537,1.7494,21.7496,-4.8585,-0.328,15.1192,157.16,13.3467,12.36,13.45,0
984,ven,5,6.537,1.7494,21.7496,4.7995,0.5208,18.008,165.96,4.3044,12.36,13.45,0
985,ven,5,6.537,1.7494,21.7496,6.878,1.1345,18.8197,166.73,3.0131,12.36,13.45,1
986,ven,5,-6.5716,-21.839,9.2005,-5.6052,-22.9723,10.5372,212.78,2.0012,12.36,13.45,0
987,ven,5,-6.5716,-21.839,9.2005,-6.9281,-1.0266,-8.4097,211.15,27.2655,12.36,13.45,0
988,ven,5,8.2187,20.7846,-13.0401,6.2301,17.7457,-16.0404,193.82,4.7107,12.36,13.45,0
989,ven,5,8.2187,20.7846,-13.0401,1.899,3.8513,-12.0009,193.31,18.1039,12.36,13.45,0
990,ven,5,17.4702,-9.4099,-15.7327,7.8264,-19.5003,-14.397,173.92,14.0215,12.36,13.45,0
991,ven,5,17.4702,-9.4099,-15.7327,-2.8947,-4.3302,-13.8904,163.8,21.0696,12.36,13.45,0
992,ven,5,17.4702,-9.4099,-15.7327,15.3615,-6.4523,-13.3315,168.35,4.3543,12.36,13.45,0
993,ven,5,17.4702,-9.4099,-15.7327,14.7608,-8.334,-14.843,170.03,3.048,12.36,13.45,1
994,ven,5,-23.3812,21.7794,-6.4532,-16.2551,21.1319,-10.9224,222.97,8.4365,12.36,13.45,0
995,ven,5,-23.3812,21.7794,-6.4532,-32.262,2.3144,-1.3976,218.62,21.9844,12.36,13.45,0
996,ven,5,-23.3812,21.7794,-6.4532,-26.9284,20.063,2.1615,228.86,9.4732,12.36,13.45,0
997,ven,5,-23.3812,21.7794,-6.4532,-21.9608,23.4917,-1.0584,211.23,5.8355,12.36,13.45,1
998,ven,5,-23.3812,21.7794,-6.4532,-26.4821,20.5289,-5.974,215.73,3.3776,12.36,13.45,1
999,ven,5,-23.3812,21.7794,-6.4532,-25.3513,21.2394,-7.6437,225.47,2.3644,12.36,13.45,1
1000,ven,5,33.4841,13.7734,10.9822,33.1951,13.8502,11.0958,258.27,0.3199,12.36,13.45,0
1001,ven,5,33.4841,13.7734,10.9822,13.6467,7.8933,-1.1562,260.32,23.9883,12.36,13.45,0
1002,ven,5,33.4841,13.7734,10.9822,33.8737,15.869,5.1755,262.76,6.1856,12.36,13.45,0
1003,ven,5,33.4841,13.7734,10.9822,32.9145,17.2991,8.5342,255.62,4.3299,12.36,13.45,0
1004,ven,5,-13.6524,20.2779,12.6467,-11.0621,20.2978,13.138,242.16,2.6366,12.36,13.45,0
1005,ven,5,-13.6524,20.2779,12.6467,-8.8889,-0.4375,-3.6718,223.88,26.7976,12.36,13.45,0
1006,ven,5,2.0107,-22.1193,11.9749,-1.5155,-23.3686,10.2125,198.41,4.1353,12.36,13.45,0
1007,ven,5,2.0107,-22.1193,11.9749,0.9129,-14.5113,-0.8151,179.79,14.9222,12.36,13.45,0
1008,ven,6,0.7838,9.6773,20.4655,3.1642,8.4305,20.7984,199.83,2.7077,13.45,14.55,1
1009,ven,6,0.7838,9.6773,20.4655,-5.4344,10.6551,5.0986,205.12,16.6062,13.45,14.55,0
1010,ven,6,8.0629,-15.7961,17.4198,-0.6641,-8.8477,15.3633,164.63,11.3433,13.45,14.55,0
1011,ven,6,8.0629,-15.7961,17.4198,1.7226,-21.6613,12.5517,170.85,9.9146,13.45,14.55,0
1012,ven,6,33.0492,-15.3318,-9.7514,23.4336,-9.6772,-15.5448,188.89,12.5698,13.45,14.55,0
1013,ven,6,33.0492,-15.3318,-9.7514,24.0512,-10.5752,-9.527,172.85,10.1804,13.45,14.55,0
1014,ven,6,33.0492,-15.3318,-9.7514,31.3566,-17.1651,-5.7874,182.3,4.6839,13.45,14.55,1
1015,ven,6,33.0492,-15.3318,-9.7514,30.087,-16.3823,-8.8176,181.03,3.2787,13.45,14.55,0
1016,ven,6,33.0492,-15.3318,-9.7514,31.4999,-14.1893,-11.7393,181.05,2.7673,13.45,14.55,1
1017,ven,6,33.0492,-15.3318,-9.7514,32.3975,-15.4412,-11.5722,182.28,1.9371,13.45,14.55,1
1018,ven,6,-0.1384,10.8585,-20.0528,6.8947,18.1065,-15.7006,219.73,10.9973,13.45,14.55,1
1019,ven,6,-0.1384,10.8585,-20.0528,6.0777,-3.206,-18.8044,207.88,15.4275,13.45,14.55,1
1020,ven,6,-0.1384,10.8585,-20.0528,-0.3026,14.2283,-18.4304,206.74,3.7436,13.45,14.55,1
1021,ven,6,-0.1384,10.8585,-20.0528,-1.1532,13.2741,-20.0989,220.6,2.6205,13.45,14.55,1
1022,ven,6,-0.1384,10.8585,-20.0528,-2.0776,7.8939,-20.423,218.5,3.5618,13.45,14.55,0
1023,ven,6,-0.1384,10.8585,-20.0528,-1.0947,9.0305,-18.6528,209.41,2.4932,13.45,14.55,1
1024,ven,6,6.7993,16.2354,-17.0705,11.1307,21.4915,-11.7325,188.28,8.6534,13.45,14.55,1
1025,ven,6,6.7993,16.2354,-17.0705,9.4367,20.3545,-13.3375,204.91,6.1529,13.45,14.55,1
1026,ven,6,-4.2604,-1.3173,-14.4132,-15.6732,9.1635,-19.178,189.2,16.2112,13.45,14.55,0
1027,ven,6,-4.2604,-1.3173,-14.4132,8.8387,-13.7822,-8.6753,201.05,18.9706,13.45,14.55,0
1028,ven,6,-4.2604,-1.3173,-14.4132,-6.9844,2.1751,-16.9793,188.91,5.1188,13.45,14.55,0
1029,ven,6,-4.2604,-1.3173,-14.4132,-3.8375,1.4567,-16.6413,201.27,3.5832,13.45,14.55,1
1030,ven,6,21.1482,-16.9821,13.8319,8.4785,-11.8309,19.2859,169.6,14.7242,13.45,14.55,1
1031,ven,6,21.1482,-16.9821,13.8319,18.893,-14.9789,3.3618,156.9,10.896,13.45,14.55,0
1032,ven,6,21.1482,-16.9821,13.8319,16.7093,-14.5073,11.9795,163.2,5.4092,13.45,14.55,0
1033,ven,6,21.1482,-16.9821,13.8319,17.4569,-16.9013,12.9924,164.4,3.7864,13.45,14.55,1
1034,ven,6,3.244,-2.0275,-0.0328,2.0653,-10.7446,-0.4192,150.19,8.8049,13.45,14.55,0
1035,ven,6,3.244,-2.0275,-0.0328,-8.0376,-1.5623,-2.4576,156.36,11.5486,13.45,14.55,0
1036,ven,6,3.244,-2.0275,-0.0328,4.3606,-1.5744,4.9653,157.09,5.1414,13.45,14.55,0
1037,ven,6,3.244,-2.0275,-0.0328,4.8315,0.0858,2.4098,149.3,3.599,13.45,14.55,1
1038,ven,6,3.244,-2.0275,-0.0328,5.0499,-4.6584,0.0503,149.67,3.1922,13.45,14.55,0
1039,ven,6,3.244,-2.0275,-0.0328,5.3908,-2.5381,-0.3839,156.79,2.2345,13.45,14.55,1
1040,ven,6,13.0726,17.3773,15.4593,10.1145,23.6113,8.7014,146.62,9.6582,13.45,14.55,0
1041,ven,6,13.0726,17.3773,15.4593,14.2298,6.6145,16.0612,140.75,10.8416,13.45,14.55,0
1042,ven,6,12.5499,4.9026,1.2583,18.184,7.5249,-5.0931,115.25,8.8859,13.45,14.55,0
1043,ven,6,12.5499,4.9026,1.2583,10.8548,-2.982,3.411,113.22,8.3471,13.45,14.55,0
1044,ven,6,-1.2938,-6.5791,-21.2978,-7.7097,-1.2761,-21.693,158.94,8.3331,13.45,14.55,0
1045,ven,6,-1.2938,-6.5791,-21.2978,-1.6461,1.183,-12.1695,162.06,11.9875,13.45,14.55,0
1046,ven,6,5.9958,5.7634,-0.8799,3.2139,8.3947,-11.9558,164.08,11.7191,13.45,14.55,0
1047,ven,6,5.9958,5.7634,-0.8799,0.1916,-1.5915,-6.6518,167.85,11.0045,13.45,14.55,0
1048,ven,6,5.9958,5.7634,-0.8799,6.2776,10.8376,0.2291,171.97,5.2016,13.45,14.55,0
1049,ven,6,5.9958,5.7634,-0.8799,8.2676,8.6014,-1.0848,158.9,3.6411,13.45,14.55,1
1050,ven,6,5.9958,5.7634,-0.8799,8.1486,4.7263,-3.7325,170.76,3.7212,13.45,14.55,1
1051,ven,6,5.9958,5.7634,-0.8799,6.9241,3.7734,-2.2811,160.56,2.6049,13.45,14.55,0
1052,ven,6,9.8899,24.8859,-5.8066,5.455,24.1053,-8.6216,118.07,5.3106,13.45,14.55,0
1053,ven,6,9.8899,24.8859,-5.8066,7.1967,15.1365,-5.7024,131.68,10.115,13.45,14.55,0
1054,ven,6,16.4238,4.7642,4.4434,20.8626,13.2794,4.9842,156.88,9.6178,13.45,14.55,0
1055,ven,6,16.4238,4.7642,4.4434,14.4254,1.593,-6.3615,158.28,11.4366,13.45,14.55,0
1056,ven,6,16.4238,4.7642,4.4434,15.1071,5.5572,9.1041,155.64,4.9076,13.45,14.55,0
1057,ven,6,16.4238,4.7642,4.4434,16.9796,7.3224,6.6678,159.44,3.4353,13.45,14.55,1
1058,ven,6,16.4238,4.7642,4.4434,20.8352,5.7224,4.2733,160.17,4.5175,13.45,14.55,1
1059,ven,6,16.4238,4.7642,4.4434,19.0952,3.094,4.7152,154.81,3.1622,13.45,14.55,0
1060,ven,6,-21.4264,-19.5616,11.1092,-13.0012,-22.6046,9.7076,183.25,9.0669,13.45,14.55,0
1061,ven,6,-21.4264,-19.5616,11.1092,-12.9025,-13.1878,2.4741,171.88,13.7058,13.45,14.55,0
1062,ven,6,-21.4264,-19.5616,11.1092,-24.119,-8.5748,15.2625,173.7,12.0503,13.45,14.55,0
1063,ven,6,-21.4264,-19.5616,11.1092,-27.0993,-14.1753,14.2649,181.83,8.4352,13.45,14.55,1
1064,ven,6,-21.4264,-19.5616,11.1092,-23.7235,-20.8509,4.6404,182.87,6.9846,13.45,14.55,0
1065,ven,6,-21.4264,-19.5616,11.1092,-24.2662,-22.3884,8.3077,172.39,4.8892,13.45,14.55,1
1066,ven,6,4.481,2.4068,-10.6809,-0.5917,-2.343,-21.9115,176.55,13.2068,13.45,14.55,1
1067,ven,6,4.481,2.4068,-10.6809,-1.836,7.1398,-1.2348,163.91,12.31,13.45,14.55,0
1068,ven,6,4.481,2.4068,-10.6809,6.5838,-0.9477,-13.4081,166.45,4.8074,13.45,14.55,0
1069,ven,6,4.481,2.4068,-10.6809,3.6664,-0.522,-12.1244,174.62,3.3652,13.45,14.55,1
1070,ven,6,4.481,2.4068,-10.6809,7.1207,3.563,-12.32,174.14,3.3154,13.45,14.55,0
1071,ven,6,4.481,2.4068,-10.6809,5.9734,1.9248,-12.3916,167.04,2.3207,13.45,14.55,1
1072,ven,6,4.0066,3.4219,21.7383,8.4453,0.9877,21.6469,137.18,5.0632,13.45,14.55,1
1073,ven,6,4.0066,3.4219,21.7383,4.4201,-7.3394,13.1618,151.58,13.7671,13.45,14.55,0
1074,ven,6,-4.8585,-0.328,15.1192,-0.1085,-4.5991,21.825,115.46,9.2614,13.45,14.55,1
1075,ven,6,-4.8585,-0.328,15.1192,-7.0984,-3.2163,7.4185,115.63,8.5241,13.45,14.55,0
1076,ven,6,-4.8585,-0.328,15.1192,-5.9062,0.6082,19.4077,116.13,4.5129,13.45,14.55,1
1077,ven,6,-4.8585,-0.328,15.1192,-3.221,0.6064,17.6539,114.95,3.159,13.45,14.55,0
1078,ven,6,-4.8585,-0.328,15.1192,-2.3656,-1.888,16.3408,115.51,3.1844,13.45,14.55,1
1079,ven,6,-4.8585,-0.328,15.1192,-4.4099,-2.3534,15.935,115.58,2.2291,13.45,14.55,1
1080,ven,6,-5.6052,-22.9723,10.5372,-3.737,-25.0906,6.6283,162.43,4.8225,13.45,14.55,1
1081,ven,6,-5.6052,-22.9723,10.5372,-5.8168,-11.2367,16.945,175.77,13.3727,13.45,14.55,0
1082,ven,6,-6.9281,-1.0266,-8.4097,-18.3572,-0.1135,-10.0937,171.34,11.5884,13.45,14.55,0
1083,ven,6,-6.9281,-1.0266,-8.4097,1.149,-3.8562,-2.0611,161.55,10.656,13.45,14.55,0
1084,ven,6,6.2301,17.7457,-16.0404,10.9629,12.4762,-18.737,145.78,7.5788,13.45,14.55,0
1085,ven,6,6.2301,17.7457,-16.0404,-2.1013,12.8719,-7.8876,160.76,12.6346,13.45,14.55,0
1086,ven,6,1.899,3.8513,-12.0009,-4.2978,-3.9866,-12.3288,155.95,9.9971,13.45,14.55,1
1087,ven,6,1.899,3.8513,-12.0009,8.013,6.9372,-3.221,150.15,11.1351,13.45,14.55,0
1088,ven,6,7.8264,-19.5003,-14.397,3.5978,-20.1353,-14.1342,135.3,4.2841,13.45,14.55,1
1089,ven,6,7.8264,-19.5003,-14.397,0.7971,-21.3516,-12.9335,148.78,7.415,13.45,14.55,0
1090,ven,6,7.8264,-19.5003,-14.397,10.5792,-20.7785,-10.9598,142.0,4.5854,13.45,14.55,1
1091,ven,6,7.8264,-19.5003,-14.397,8.4541,-20.7348,-11.5014,143.5,3.2098,13.45,14.55,1
1092,ven,6,-2.8947,-4.3302,-13.8904,-5.134,-1.5202,-20.284,125.93,7.3341,13.45,14.55,1
1093,ven,6,-2.8947,-4.3302,-13.8904,-2.5796,-8.3945,-20.8252,123.21,8.0442,13.45,14.55,1
1094,ven,6,-16.2551,21.1319,-10.9224,-24.1845,17.4312,-12.3349,182.91,8.8637,13.45,14.55,0
1095,ven,6,-16.2551,21.1319,-10.9224,-8.315,19.2612,-0.2388,174.89,13.4418,13.45,14.55,0
1096,ven,6,-16.2551,21.1319,-10.9224,-15.1813,15.6259,-7.8797,184.14,6.3818,13.45,14.55,0
1097,ven,6,-16.2551,21.1319,-10.9224,-18.0211,18.3168,-7.9369,173.32,4.4672,13.45,14.55,1
1098,ven,6,-16.2551,21.1319,-10.9224,-14.307,21.7618,-8.0516,182.7,3.5261,13.45,14.55,1
1099,ven,6,-16.2551,21.1319,-10.9224,-14.0369,21.1485,-9.8398,175.15,2.4683,13.45,14.55,1
1100,ven,6,-32.262,2.3144,-1.3976,-43.5226,10.9612,-1.4433,172.71,14.1975,13.45,14.55,0
1101,ven,6,-32.262,2.3144,-1.3976,-19.8288,-3.561,-2.3853,169.82,13.787,13.45,14.55,0
1102,ven,6,-32.262,2.3144,-1.3976,-42.2032,-1.3543,-2.4614,167.46,10.6498,13.45,14.55,0
1103,ven,6,-32.262,2.3144,-1.3976,-37.7467,-1.3026,-4.9204,174.77,7.4549,13.45,14.55,0
1104,ven,6,-32.262,2.3144,-1.3976,-38.4099,5.1749,5.3403,168.74,9.5591,13.45,14.55,0
1105,ven,6,-32.262,2.3144,-1.3976,-38.3024,1.5617,1.3812,173.68,6.6914,13.45,14.55,0
1106,ven,6,-32.262,2.3144,-1.3976,-36.4808,5.6009,-5.7261,169.12,6.88,13.45,14.55,0
1107,ven,6,-32.262,2.3144,-1.3976,-33.0402,3.214,-6.0644,173.34,4.816,13.45,14.55,0
1108,ven,6,-32.262,2.3144,-1.3976,-34.0109,6.8822,-0.811,177.82,4.9262,13.45,14.55,0
1109,ven,6,-32.262,2.3144,-1.3976,-31.4151,4.8485,0.7823,163.39,3.4483,13.45,14.55,1
