id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um,longitud_mm,presion_entrada,presion_salida,es_terminal
1344,ven,6,-26.9284,20.063,2.1615,-24.1646,21.3687,5.1883,189.79,4.3017,13.45,14.55,1
1345,ven,6,-26.9284,20.063,2.1615,-26.3213,21.8086,4.5388,189.55,3.0112,13.45,14.55,0
1346,ven,8,-8.115,-19.5079,-13.4021,-15.2966,-21.7163,-9.1149,102.53,8.6506,15.64,16.73,0
1347,ven,8,-8.115,-19.5079,-13.4021,-11.5015,-20.3281,-13.0269,96.54,3.5046,15.64,16.73,1
1348,ven,8,-2.9038,-16.2312,-13.8147,-3.0517,-13.0393,-10.0665,101.09,4.9254,15.64,16.73,0
1349,ven,8,-2.9038,-16.2312,-13.8147,-4.1686,-16.0713,-10.6114,92.53,3.4478,15.64,16.73,0
1350,ven,8,-2.9038,-16.2312,-13.8147,0.5897,-13.9274,-15.6196,98.51,4.5574,15.64,16.73,1
1351,ven,8,-2.9038,-16.2312,-13.8147,-0.6182,-14.4049,-12.5427,95.88,3.1901,15.64,16.73,1
1352,ven,8,-2.9038,-16.2312,-13.8147,-6.0364,-14.3101,-15.6857,100.64,4.1236,15.64,16.73,1
1353,ven,8,-2.9038,-16.2312,-13.8147,-3.8995,-15.5019,-16.4241,93.19,2.8865,15.64,16.73,1
1354,ven,9,-15.2966,-21.7163,-9.1149,-17.8978,-23.1579,-5.1318,87.48,4.9709,16.73,17.82,1
1355,ven,9,-15.2966,-21.7163,-9.1149,-16.5192,-20.4134,-6.129,80.13,3.4796,16.73,17.82,0
1356,ven,8,25.126,-1.5536,-17.117,23.9723,4.7247,-17.6269,125.72,6.4037,15.64,16.73,0
1357,ven,8,25.126,-1.5536,-17.117,21.8481,1.2111,-18.4229,136.77,4.4826,15.64,16.73,0
1358,ven,8,25.126,-1.5536,-17.117,22.7314,-2.9358,-15.6975,134.94,3.1081,15.64,16.73,1
1359,ven,8,25.126,-1.5536,-17.117,24.5069,-3.3376,-16.0366,128.2,2.1757,15.64,16.73,1
1360,ven,9,-34.7552,-14.6039,-2.3789,-34.3937,-13.0287,2.6205,81.65,5.2541,16.73,17.82,0
1361,ven,9,-34.7552,-14.6039,-2.3789,-32.9189,-13.431,0.584,81.4,3.6779,16.73,17.82,1
1362,ven,9,-34.7552,-14.6039,-2.3789,-39.3552,-12.7295,-1.3469,84.41,5.0734,16.73,17.82,0
1363,ven,9,-34.7552,-14.6039,-2.3789,-36.3796,-11.4479,-2.2643,78.09,3.5514,16.73,17.82,1
1364,ven,9,-33.2054,-12.2264,-7.5619,-31.771,-15.7647,-7.1401,79.53,3.8412,16.73,17.82,0
1365,ven,9,-33.2054,-12.2264,-7.5619,-32.8937,-14.6484,-8.6875,73.38,2.6889,16.73,17.82,1
1366,ven,9,-33.2054,-12.2264,-7.5619,-32.9965,-10.6454,-10.4808,75.06,3.3262,16.73,17.82,1
1367,ven,9,-33.2054,-12.2264,-7.5619,-34.17,-10.2514,-8.33,78.26,2.3283,16.73,17.82,1
1368,ven,7,-23.4005,13.0897,4.3594,-26.8148,14.3182,6.3805,151.4,4.1535,14.55,15.64,0
1369,ven,7,-23.4005,13.0897,4.3594,-25.7224,14.8389,4.4101,151.07,2.9075,14.55,15.64,1
1370,ven,7,-23.4005,13.0897,4.3594,-26.7537,12.2687,4.3331,154.57,3.4524,14.55,15.64,1
1371,ven,7,-23.4005,13.0897,4.3594,-25.7389,13.5816,4.7203,147.52,2.4167,14.55,15.64,1
1372,ven,7,-23.4005,13.0897,4.3594,-23.4697,10.9436,6.7954,148.77,3.2472,14.55,15.64,1
1373,ven,7,-23.4005,13.0897,4.3594,-24.022,10.9136,4.5713,153.53,2.2731,14.55,15.64,1
1374,ven,8,-33.1641,4.8334,11.4894,-35.0072,9.8884,10.9693,97.87,5.4056,15.64,16.73,1
1375,ven,8,-33.1641,4.8334,11.4894,-35.36,7.5003,13.0334,106.64,3.7839,15.64,16.73,1
1376,ven,8,-33.1641,4.8334,11.4894,-33.7226,0.648,12.9429,105.46,4.4656,15.64,16.73,1
1377,ven,8,-33.1641,4.8334,11.4894,-32.9819,1.9987,10.1845,99.51,3.1259,15.64,16.73,1
1378,ven,8,-33.1641,4.8334,11.4894,-31.0658,4.6968,13.9491,99.18,3.236,15.64,16.73,1
1379,ven,8,-33.1641,4.8334,11.4894,-32.3662,5.9738,13.2765,105.71,2.2652,15.64,16.73,1
1380,ven,8,-33.2828,3.2849,6.8267,-33.5183,6.7153,8.0562,103.1,3.6517,15.64,16.73,1
1381,ven,8,-33.2828,3.2849,6.8267,-32.286,5.2815,8.0733,108.25,2.5562,15.64,16.73,1
1382,ven,8,-33.2828,3.2849,6.8267,-34.1972,0.6729,6.9188,102.48,2.7689,15.64,16.73,1
1383,ven,8,-33.2828,3.2849,6.8267,-34.1995,2.2884,8.2136,108.73,1.9382,15.64,16.73,1
1384,ven,8,-24.5775,0.96,-14.5273,-26.2734,4.447,-13.9903,114.58,3.9145,15.64,16.73,0
1385,ven,8,-24.5775,0.96,-14.5273,-26.4508,2.3128,-13.0544,114.8,2.7402,15.64,16.73,1
1386,ven,8,-23.5287,1.4098,-10.3959,-26.4262,2.5289,-10.3953,103.0,3.1062,15.64,16.73,1
1387,ven,8,-23.5287,1.4098,-10.3959,-25.2429,2.1159,-11.5318,112.57,2.1743,15.64,16.73,1
1388,ven,5,-15.5044,11.4908,13.3888,-15.604,6.5944,9.1485,212.06,6.478,12.36,13.45,0
1389,ven,5,-15.5044,11.4908,13.3888,-14.2358,7.1378,13.455,211.21,4.5346,12.36,13.45,0
1390,ven,5,-15.5044,11.4908,13.3888,-19.5747,12.8226,12.4795,205.33,4.3781,12.36,13.45,0
1391,ven,5,-15.5044,11.4908,13.3888,-17.8543,13.4347,13.6915,217.2,3.0647,12.36,13.45,1
1392,ven,8,-39.097,-4.5488,5.3013,-42.8568,-3.6561,5.8116,109.85,3.8978,15.64,16.73,0
1393,ven,8,-39.097,-4.5488,5.3013,-41.0777,-3.7505,6.9996,110.75,2.7285,15.64,16.73,1
1394,ven,8,-39.097,-4.5488,5.3013,-39.536,-7.6361,4.5203,107.91,3.2146,15.64,16.73,1
1395,ven,8,-39.097,-4.5488,5.3013,-39.0776,-5.5854,3.3041,112.49,2.2502,15.64,16.73,1
1396,ven,3,36.0412,-14.9466,4.904,38.3786,-15.4321,2.3936,330.59,3.4642,10.18,11.27,1
1397,ven,3,36.0412,-14.9466,4.904,38.431,-15.3531,4.8389,304.02,2.425,10.18,11.27,1
1398,ven,3,36.0412,-14.9466,4.904,34.3513,-16.7681,3.4246,311.62,2.8917,10.18,11.27,1
1399,ven,3,36.0412,-14.9466,4.904,35.7859,-16.5708,3.7232,324.87,2.0242,10.18,11.27,1
1400,ven,3,36.2503,-13.4521,8.9554,33.9424,-9.8371,6.8086,366.89,4.7963,10.18,11.27,0
1401,ven,3,36.2503,-13.4521,8.9554,35.9857,-10.1299,9.3615,366.97,3.3574,10.18,11.27,1
1402,ven,9,39.2115,1.0118,3.6048,39.7637,-0.5539,7.6183,95.07,4.3433,16.73,17.82,1
1403,ven,9,39.2115,1.0118,3.6048,39.0534,2.1109,6.4351,91.04,3.0403,16.73,17.82,1
1404,ven,9,39.2115,1.0118,3.6048,42.9121,-0.6939,3.7901,93.44,4.079,16.73,17.82,1
1405,ven,9,39.2115,1.0118,3.6048,41.7414,1.7951,4.672,92.86,2.8553,16.73,17.82,1
1406,ven,9,35.1318,4.0072,1.6716,35.2876,7.8073,1.8342,105.92,3.8067,16.73,17.82,1
1407,ven,9,35.1318,4.0072,1.6716,33.177,5.8148,1.5596,109.59,2.6647,16.73,17.82,1
1408,ven,7,-23.7235,-20.8509,4.6404,-23.5658,-18.0238,4.2144,149.68,2.8634,14.55,15.64,1
1409,ven,7,-23.7235,-20.8509,4.6404,-23.4885,-19.2174,3.5028,150.39,2.0044,14.55,15.64,1
1410,ven,7,-23.7235,-20.8509,4.6404,-21.2246,-21.9177,4.8508,153.85,2.7252,14.55,15.64,1
1411,ven,7,-23.7235,-20.8509,4.6404,-22.8566,-22.5491,4.7001,145.73,1.9076,14.55,15.64,1
1412,ven,7,-36.4808,5.6009,-5.7261,-36.4294,4.9306,-10.234,129.17,4.5578,14.55,15.64,1
1413,ven,7,-36.4808,5.6009,-5.7261,-37.7656,5.5313,-8.6456,134.69,3.1904,14.55,15.64,0
1414,ven,7,-33.0402,3.214,-6.0644,-33.2363,1.0785,-8.2366,144.15,3.0524,14.55,15.64,1
1415,ven,7,-33.0402,3.214,-6.0644,-33.2676,2.9226,-8.1689,134.34,2.1367,14.55,15.64,1
1416,ven,7,-33.0402,3.214,-6.0644,-31.4718,1.2148,-7.4142,142.81,2.8773,14.55,15.64,1
1417,ven,7,-33.0402,3.214,-6.0644,-33.3421,2.1747,-7.763,136.1,2.0141,14.55,15.64,1
1418,ven,9,41.5306,-1.2066,-4.8144,41.9072,-7.0084,-4.8886,97.4,5.8145,16.73,17.82,0
1419,ven,9,41.5306,-1.2066,-4.8144,41.7039,-4.8257,-2.9603,94.56,4.0701,16.73,17.82,1
1420,ven,9,38.7292,1.2939,-6.1574,35.6403,3.5197,-10.6168,101.03,5.8636,16.73,17.82,0
1421,ven,9,38.7292,1.2939,-6.1574,38.1185,3.941,-9.2342,109.36,4.1045,16.73,17.82,1
1422,ven,6,26.2767,-5.8443,12.6782,26.4378,-9.0907,14.4085,169.75,3.6823,13.45,14.55,1
1423,ven,6,26.2767,-5.8443,12.6782,27.2458,-7.5032,14.3965,161.46,2.5776,13.45,14.55,1
1424,ven,6,22.885,-3.3607,12.9276,27.0818,-1.7429,10.0567,149.63,5.336,13.45,14.55,0
1425,ven,6,22.885,-3.3607,12.9276,24.8135,-0.5307,11.4364,152.37,3.7352,13.45,14.55,0
1426,ven,6,22.885,-3.3607,12.9276,22.4766,-2.1979,16.7512,153.78,4.0173,13.45,14.55,1
1427,ven,6,22.885,-3.3607,12.9276,22.168,-1.4316,14.844,148.04,2.8121,13.45,14.55,1
1428,ven,8,18.9013,-21.1888,1.0438,16.4623,-22.1316,-1.592,100.86,3.7129,15.64,16.73,1
1429,ven,8,18.9013,-21.1888,1.0438,17.8374,-20.2926,-1.1517,93.0,2.599,15.64,16.73,1
1430,ven,8,3.7236,23.9704,7.1827,0.2876,24.5474,4.0545,95.14,4.6824,15.64,16.73,0
1431,ven,8,3.7236,23.9704,7.1827,1.9578,26.5766,6.2702,100.83,3.2777,15.64,16.73,1
1432,ven,8,5.8905,21.9013,8.0379,4.1933,19.7645,9.817,93.78,3.2575,15.64,16.73,1
1433,ven,8,5.8905,21.9013,8.0379,4.4793,20.1159,8.1798,87.05,2.2802,15.64,16.73,1
1434,ven,6,-15.604,6.5944,9.1485,-18.5373,3.3876,11.9808,170.82,5.1874,13.45,14.55,0
1435,ven,6,-15.604,6.5944,9.1485,-16.1773,3.5023,10.964,166.54,3.6312,13.45,14.55,0
1436,ven,6,-14.2358,7.1378,13.455,-15.0078,6.1324,18.4966,166.39,5.1985,13.45,14.55,0
1437,ven,6,-14.2358,7.1378,13.455,-16.9884,7.5902,15.7917,168.01,3.639,13.45,14.55,1
1438,ven,6,-14.2358,7.1378,13.455,-12.7871,9.2718,14.7102,165.45,2.8685,13.45,14.55,1
1439,ven,6,-14.2358,7.1378,13.455,-12.943,7.1667,14.9911,168.89,2.008,13.45,14.55,1
1440,ven,8,-17.5566,-5.8489,-17.7639,-15.0835,-8.8639,-13.9913,114.96,5.4257,15.64,16.73,0
1441,ven,8,-17.5566,-5.8489,-17.7639,-18.5643,-8.0157,-14.8118,109.34,3.798,15.64,16.73,1
1442,ven,9,23.9723,4.7247,-17.6269,22.7428,6.8196,-15.7554,94.82,3.0664,16.73,17.82,1
1443,ven,9,23.9723,4.7247,-17.6269,24.3599,6.5579,-16.5798,92.57,2.1465,16.73,17.82,1
1444,ven,9,21.8481,1.2111,-18.4229,18.5438,0.0588,-19.0888,110.01,3.5622,16.73,17.82,1
1445,ven,9,21.8481,1.2111,-18.4229,19.6386,1.4604,-19.5517,116.67,2.4936,16.73,17.82,1
1446,ven,7,-15.1813,15.6259,-7.8797,-16.541,16.8247,-3.9312,149.78,4.3447,14.55,15.64,1
1447,ven,7,-15.1813,15.6259,-7.8797,-15.8409,14.9341,-4.9925,152.55,3.0413,14.55,15.64,0
1448,ven,8,29.1719,-9.6795,-5.9938,31.9054,-9.9762,-7.0845,91.67,2.958,15.64,16.73,1
1449,ven,8,29.1719,-9.6795,-5.9938,30.619,-10.8233,-6.9345,95.62,2.0706,15.64,16.73,1
1450,ven,8,25.3323,-8.1326,-6.099,28.8995,-6.7332,-8.787,106.09,4.6806,15.64,16.73,0
1451,ven,8,25.3323,-8.1326,-6.099,27.4307,-5.9312,-7.318,111.42,3.2764,15.64,16.73,1
1452,ven,8,25.3323,-8.1326,-6.099,28.1701,-7.7904,-3.7862,111.34,3.6769,15.64,16.73,0
1453,ven,8,25.3323,-8.1326,-6.099,27.5891,-9.0061,-5.2224,106.19,2.5738,15.64,16.73,1
1454,ven,8,-10.8758,-7.7469,16.0489,-13.8731,-11.931,16.0109,101.77,5.147,15.64,16.73,0
1455,ven,8,-10.8758,-7.7469,16.0489,-10.7076,-10.8672,17.8424,105.6,3.6029,15.64,16.73,1
1456,ven,8,-10.8758,-7.7469,16.0489,-12.1487,-7.8182,11.7223,104.42,4.5105,15.64,16.73,0
1457,ven,8,-10.8758,-7.7469,16.0489,-10.1913,-9.2607,13.364,103.09,3.1574,15.64,16.73,1
1458,ven,8,-10.8758,-7.7469,16.0489,-11.5008,-3.8929,16.3825,105.09,3.9186,15.64,16.73,1
1459,ven,8,-10.8758,-7.7469,16.0489,-10.8685,-5.221,14.9795,102.36,2.743,15.64,16.73,1
1460,ven,6,33.8737,15.869,5.1755,36.342,13.3665,5.3669,218.38,3.5202,13.45,14.55,1
1461,ven,6,33.8737,15.869,5.1755,34.3034,13.5335,5.8336,204.66,2.4641,13.45,14.55,1
1462,ven,6,32.9145,17.2991,8.5342,30.7376,18.76,6.6851,205.98,3.2081,13.45,14.55,1
1463,ven,6,32.9145,17.2991,8.5342,30.8039,18.049,8.6967,191.18,2.2457,13.45,14.55,1
1464,ven,8,25.5062,16.1637,2.4807,27.6158,14.0676,-1.3081,97.48,4.8166,15.64,16.73,0
1465,ven,8,25.5062,16.1637,2.4807,28.7512,15.9267,1.5967,95.58,3.3716,15.64,16.73,1
1466,ven,8,22.6461,15.5426,1.9165,21.9508,19.9331,2.2047,95.99,4.4546,15.64,16.73,0
1467,ven,8,22.6461,15.5426,1.9165,23.9096,18.3878,1.7391,103.25,3.1182,15.64,16.73,1
1468,ven,8,-35.2223,-2.5867,-10.1899,-34.6205,-0.42,-13.4983,105.65,4.0003,15.64,16.73,0
1469,ven,8,-35.2223,-2.5867,-10.1899,-35.3251,0.0661,-11.0805,111.27,2.8002,15.64,16.73,1
1470,ven,10,35.6403,3.5197,-10.6168,32.5121,8.1016,-10.3772,73.86,5.5531,17.82,18.91,1
1471,ven,10,35.6403,3.5197,-10.6168,35.0879,7.3609,-10.3937,77.27,3.8872,17.82,18.91,1
1472,ven,10,35.6403,3.5197,-10.6168,35.0201,0.6655,-13.5839,77.58,4.1635,17.82,18.91,0
1473,ven,10,35.6403,3.5197,-10.6168,34.3504,1.1718,-11.7647,73.47,2.9145,17.82,18.91,1
1474,ven,8,-25.3357,13.5951,-8.1043,-29.7382,12.7922,-9.1779,125.55,4.6021,15.64,16.73,0
1475,ven,8,-25.3357,13.5951,-8.1043,-28.1977,12.1479,-7.7998,129.56,3.2215,15.64,16.73,1
1476,ven,8,-25.3357,13.5951,-8.1043,-24.4862,11.8911,-4.7332,130.63,3.8716,15.64,16.73,0
1477,ven,8,-25.3357,13.5951,-8.1043,-24.2404,11.639,-6.5816,124.26,2.7102,15.64,16.73,0
1478,ven,8,-0.2288,10.0692,11.8242,-1.6794,6.231,13.3746,110.18,4.3863,15.64,16.73,1
1479,ven,8,-0.2288,10.0692,11.8242,-1.9917,7.5643,11.6122,113.15,3.0704,15.64,16.73,0
1480,ven,10,41.9072,-7.0084,-4.8886,38.4211,-6.6234,-8.8947,77.87,5.3245,17.82,18.91,0
1481,ven,10,41.9072,-7.0084,-4.8886,40.2851,-4.9716,-7.5555,79.45,3.7272,17.82,18.91,1
1482,ven,10,41.9072,-7.0084,-4.8886,41.0408,-9.2011,-1.7181,77.3,3.951,17.82,18.91,1
1483,ven,10,41.9072,-7.0084,-4.8886,42.6492,-7.054,-2.2246,79.95,2.7657,17.82,18.91,1
1484,ven,8,-24.3862,-3.7416,1.2023,-25.1071,0.2113,3.2066,114.72,4.4902,15.64,16.73,0
1485,ven,8,-24.3862,-3.7416,1.2023,-24.9803,-0.7183,0.5809,108.14,3.1431,15.64,16.73,0
1486,ven,8,-24.3862,-3.7416,1.2023,-27.7996,-4.5632,2.6023,115.53,3.7797,15.64,16.73,0
1487,ven,8,-24.3862,-3.7416,1.2023,-25.389,-4.4578,3.5436,107.04,2.6458,15.64,16.73,1
1488,ven,8,-23.8076,-4.0625,-1.739,-26.3958,-4.0409,-3.4996,96.68,3.1303,15.64,16.73,1
1489,ven,8,-23.8076,-4.0625,-1.739,-24.3954,-5.0933,-3.5811,101.55,2.1912,15.64,16.73,1
1490,ven,9,-24.273,-8.7943,-11.6542,-24.6093,-13.8732,-10.4013,81.72,5.2419,16.73,17.82,1
1491,ven,9,-24.273,-8.7943,-11.6542,-26.171,-11.5339,-13.1894,78.66,3.6694,16.73,17.82,1
1492,ven,7,-13.4572,2.3657,-5.2993,-16.1391,6.9189,-4.8573,122.51,5.3028,14.55,15.64,0
1493,ven,7,-13.4572,2.3657,-5.2993,-16.6588,3.8974,-4.212,113.18,3.712,14.55,15.64,0
1494,ven,7,-10.3582,2.9519,-4.9861,-12.29,5.1396,-2.752,145.02,3.6755,14.55,15.64,1
1495,ven,7,-10.3582,2.9519,-4.9861,-10.6947,5.1152,-3.6346,145.53,2.5728,14.55,15.64,0
1496,ven,8,24.3599,-15.7784,3.763,24.7846,-11.2819,4.3416,91.81,4.5535,15.64,16.73,1
1497,ven,8,24.3599,-15.7784,3.763,25.0516,-13.7133,6.0902,94.29,3.1874,15.64,16.73,0
1498,ven,8,21.554,-16.2944,0.8667,23.2919,-16.0478,-2.301,94.8,3.6216,15.64,16.73,1
1499,ven,8,21.554,-16.2944,0.8667,23.2734,-15.0673,-0.535,92.39,2.5351,15.64,16.73,0
1500,ven,8,10.9402,19.0605,5.6796,13.6859,19.0148,3.913,88.09,3.2652,15.64,16.73,1
1501,ven,8,10.9402,19.0605,5.6796,12.677,17.6036,5.3878,93.8,2.2857,15.64,16.73,1
1502,ven,8,9.5638,19.8269,8.1258,11.0584,17.8969,9.5391,98.04,2.8206,15.64,16.73,1
1503,ven,8,9.5638,19.8269,8.1258,11.3395,19.0749,8.5501,97.53,1.9745,15.64,16.73,1
1504,ven,9,-15.0835,-8.8639,-13.9913,-17.8754,-8.2759,-11.0373,97.52,4.1069,16.73,17.82,1
1505,ven,9,-15.0835,-8.8639,-13.9913,-16.3892,-6.7828,-12.4984,89.51,2.8748,16.73,17.82,1
1506,ven,9,-15.0835,-8.8639,-13.9913,-15.8542,-12.0925,-16.2476,92.49,4.0136,16.73,17.82,1
1507,ven,9,-15.0835,-8.8639,-13.9913,-13.9307,-11.344,-14.6342,95.22,2.8095,16.73,17.82,1
1508,ven,7,16.7093,-14.5073,11.9795,15.0664,-11.2135,12.745,128.59,3.7595,14.55,15.64,1
1509,ven,7,16.7093,-14.5073,11.9795,15.7417,-12.1703,11.2529,129.27,2.6317,14.55,15.64,0
1510,ven,8,-27.1888,-8.2413,10.8284,-28.0955,-5.3157,9.309,101.16,3.4191,15.64,16.73,1
1511,ven,8,-27.1888,-8.2413,10.8284,-26.8599,-7.3474,8.6327,93.21,2.3934,15.64,16.73,0
1512,ven,8,-24.959,-5.9612,12.6606,-20.1427,-6.0803,11.3493,115.99,4.9931,15.64,16.73,0
1513,ven,8,-24.959,-5.9612,12.6606,-21.6112,-6.4419,13.542,110.39,3.4951,15.64,16.73,1
1514,ven,8,-24.959,-5.9612,12.6606,-25.532,-3.1346,15.8831,113.48,4.3246,15.64,16.73,0
1515,ven,8,-24.959,-5.9612,12.6606,-27.3706,-4.8892,14.1435,113.22,3.0272,15.64,16.73,1
1516,ven,5,25.8803,20.7221,-6.956,23.5648,20.6981,-4.7533,177.66,3.196,12.36,13.45,1
1517,ven,5,25.8803,20.7221,-6.956,25.068,19.0859,-5.6645,168.6,2.2372,12.36,13.45,1
1518,ven,8,14.7248,-18.4059,3.3946,10.5027,-19.5709,5.6877,89.89,4.9439,15.64,16.73,0
1519,ven,8,14.7248,-18.4059,3.3946,13.7758,-20.5484,5.9412,95.54,3.4607,15.64,16.73,0
1520,ven,7,27.0818,-1.7429,10.0567,31.2924,-1.1306,10.9285,114.85,4.3433,14.55,15.64,1
1521,ven,7,27.0818,-1.7429,10.0567,29.337,-0.746,8.278,119.65,3.0403,14.55,15.64,0
1522,ven,7,27.0818,-1.7429,10.0567,27.6392,-2.6929,6.1458,114.71,4.063,14.55,15.64,1
1523,ven,7,27.0818,-1.7429,10.0567,28.616,-3.6181,8.567,119.77,2.8441,14.55,15.64,1
1524,ven,7,24.8135,-0.5307,11.4364,26.4438,2.1572,14.6761,124.17,4.5142,14.55,15.64,1
1525,ven,7,24.8135,-0.5307,11.4364,26.9011,0.0781,13.7291,120.26,3.1599,14.55,15.64,1
1526,ven,11,38.4211,-6.6234,-8.8947,39.033,-4.3274,-10.8654,61.41,3.087,18.91,20.0,1
1527,ven,11,38.4211,-6.6234,-8.8947,38.8738,-4.5117,-8.8212,60.56,2.1609,18.91,20.0,1
1528,ven,8,-16.1391,6.9189,-4.8573,-16.2586,8.556,-8.7424,100.33,4.2176,15.64,16.73,1
1529,ven,8,-16.1391,6.9189,-4.8573,-16.6261,6.0852,-7.6473,102.59,2.9523,15.64,16.73,1
1530,ven,8,-16.6588,3.8974,-4.212,-18.92,3.7746,-0.6028,84.69,4.2608,15.64,16.73,0
1531,ven,8,-16.6588,3.8974,-4.212,-18.2204,2.4924,-2.0947,84.81,2.9825,15.64,16.73,1
1532,ven,8,19.6997,1.2146,-6.254,21.6136,-0.8144,-8.5757,96.78,3.6291,15.64,16.73,1
1533,ven,8,19.6997,1.2146,-6.254,21.855,0.8644,-7.5521,105.05,2.5404,15.64,16.73,1
1534,ven,8,19.6997,1.2146,-6.254,22.681,-0.2906,-5.5081,101.06,3.4221,15.64,16.73,1
1535,ven,8,19.6997,1.2146,-6.254,21.0453,0.9208,-4.2941,101.52,2.3954,15.64,16.73,1
1536,ven,10,-34.3937,-13.0287,2.6205,-34.6758,-11.0294,6.1941,67.18,4.1046,17.82,18.91,0
1537,ven,10,-34.3937,-13.0287,2.6205,-34.7268,-13.4813,5.4382,62.28,2.8732,17.82,18.91,1
1538,ven,7,6.2776,10.8376,0.2291,5.4277,15.6127,0.2944,137.0,4.8507,14.55,15.64,0
1539,ven,7,6.2776,10.8376,0.2291,4.5012,13.4983,-0.9085,147.08,3.3955,14.55,15.64,0
1540,ven,7,6.2776,10.8376,0.2291,5.6225,11.5033,4.1962,144.76,4.0756,14.55,15.64,0
1541,ven,7,6.2776,10.8376,0.2291,4.0304,11.4142,1.8894,139.94,2.8529,14.55,15.64,1
1542,ven,7,-15.0078,6.1324,18.4966,-11.7951,5.4206,17.7182,133.96,3.3814,14.55,15.64,1
1543,ven,7,-15.0078,6.1324,18.4966,-12.8544,5.246,18.9205,128.24,2.367,14.55,15.64,1
1544,ven,7,-18.5373,3.3876,11.9808,-22.1385,4.0559,12.9237,139.16,3.7821,14.55,15.64,1
1545,ven,7,-18.5373,3.3876,11.9808,-20.6015,4.8714,11.2415,136.09,2.6474,14.55,15.64,1
1546,ven,7,-16.1773,3.5023,10.964,-16.6202,-0.5007,9.35,129.69,4.3388,14.55,15.64,0
1547,ven,7,-16.1773,3.5023,10.964,-16.2094,0.5042,11.4483,130.26,3.0372,14.55,15.64,1
1548,ven,9,-13.8731,-11.931,16.0109,-16.0391,-13.5041,13.5325,77.26,3.6481,16.73,17.82,1
1549,ven,9,-13.8731,-11.931,16.0109,-13.7436,-12.7482,13.595,80.18,2.5537,16.73,17.82,0
1550,ven,7,4.3606,-1.5744,4.9653,3.29,0.3044,7.7211,130.82,3.5029,14.55,15.64,1
1551,ven,7,4.3606,-1.5744,4.9653,2.7708,0.034,5.9131,125.66,2.452,14.55,15.64,1
1552,ven,7,-6.9844,2.1751,-16.9793,-9.355,5.7358,-17.8441,146.48,4.3642,14.55,15.64,0
1553,ven,7,-6.9844,2.1751,-16.9793,-9.1915,3.1907,-18.8312,139.8,3.0549,14.55,15.64,1
1554,ven,10,-39.3552,-12.7295,-1.3469,-43.4182,-10.2811,-2.3495,71.33,4.8485,17.82,18.91,1
1555,ven,10,-39.3552,-12.7295,-1.3469,-40.7125,-9.6362,-1.6753,68.28,3.3939,17.82,18.91,1
1556,ven,8,25.8715,12.7767,5.6042,28.9088,11.0982,7.9738,104.84,4.2021,15.64,16.73,0
1557,ven,8,25.8715,12.7767,5.6042,28.6239,12.6831,6.6376,101.85,2.9415,15.64,16.73,1
1558,ven,8,23.0688,12.4077,7.6259,24.0151,11.384,10.5064,93.74,3.2001,15.64,16.73,1
1559,ven,8,23.0688,12.4077,7.6259,24.9477,11.5856,8.5268,91.25,2.24,15.64,16.73,1
1560,ven,9,41.6807,9.6642,-1.4474,43.4153,8.1709,2.3878,109.92,4.4663,16.73,17.82,0
1561,ven,9,41.6807,9.6642,-1.4474,43.2535,10.8475,0.9817,113.72,3.1264,16.73,17.82,1
1562,ven,9,-20.1427,-6.0803,11.3493,-21.5716,-10.1583,10.0659,91.37,4.5077,16.73,17.82,0
1563,ven,9,-20.1427,-6.0803,11.3493,-22.6637,-6.9529,9.6642,97.59,3.1554,16.73,17.82,1
1564,ven,10,-16.5192,-20.4134,-6.129,-14.1278,-21.4547,-3.4746,57.61,3.7214,17.82,18.91,1
1565,ven,10,-16.5192,-20.4134,-6.129,-16.4263,-20.6223,-3.5341,61.25,2.605,17.82,18.91,1
1566,ven,10,-16.5192,-20.4134,-6.129,-15.5786,-17.3754,-6.9179,59.61,3.2767,17.82,18.91,1
1567,ven,10,-16.5192,-20.4134,-6.129,-15.6273,-18.9869,-7.6881,59.51,2.2937,17.82,18.91,0
1568,ven,10,-16.5192,-20.4134,-6.129,-19.2132,-19.5174,-6.8264,61.84,2.9235,17.82,18.91,1
1569,ven,10,-16.5192,-20.4134,-6.129,-17.442,-19.8365,-7.8621,56.8,2.0465,17.82,18.91,1
1570,ven,9,10.5027,-19.5709,5.6877,10.1953,-16.6774,3.5393,69.07,3.617,16.73,17.82,1
1571,ven,9,10.5027,-19.5709,5.6877,11.7169,-17.5953,4.6712,67.54,2.5319,16.73,17.82,1
1572,ven,9,10.5027,-19.5709,5.6877,8.5366,-21.6789,4.7606,70.95,3.0281,16.73,17.82,1
1573,ven,9,10.5027,-19.5709,5.6877,9.7532,-20.998,4.3114,65.14,2.1196,16.73,17.82,1
1574,ven,9,13.7758,-20.5484,5.9412,13.5222,-23.6489,4.0195,81.49,3.6565,16.73,17.82,1
1575,ven,9,13.7758,-20.5484,5.9412,14.539,-22.9638,5.574,74.77,2.5596,16.73,17.82,1
1576,ven,7,-34.0109,6.8822,-0.811,-35.0527,10.4671,1.4152,145.84,4.3466,14.55,15.64,1
1577,ven,7,-34.0109,6.8822,-0.811,-33.7877,7.5871,2.1404,149.39,3.0426,14.55,15.64,0
